"","X.1","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","tp_sd","DEM","dayWeek"
"6962",6962,7057,88,2022-04-06,"Envigado - E.S.E. Santa Gertrudis",14.01489957,0.340381447,0.367864502,3.73e-10,2.18e-09,9.76e-10,2.11e-09,6.48e-10,1.39e-09,3.07e-09,6.59e-10,316.1707008,21.6192716,1382.329385,442.0600606,80799.20866,80565.49143,80963.12531,123.5435629,288.6059848,287.1586283,290.2156647,0.824502372,292.0222415,287.6743968,298.4809621,3.551281007,0.102470711,-0.375553892,1.106342963,0.481846685,-0.452085186,-1.094771224,0.382708193,0.372414683,0.000436143,1.21e-10,0.00361072,0.000876242,1581,3
"6963",6963,7058,88,2022-04-23,"Envigado - E.S.E. Santa Gertrudis",9.34992125,0.289919857,0.367864502,2.78e-10,1.69e-09,7.66e-10,1.6e-09,4.05e-10,7.11e-10,9.65e-10,2.2e-10,320.319322,19.94803711,1073.480189,388.9848161,80928.05815,80637.99945,81103.31392,145.7322791,287.7456664,287.1305892,288.4172224,0.364231078,291.0095538,287.5776669,295.9743898,3.013647849,0.311470442,-0.043346414,0.773476887,0.234185934,0.213544652,-0.329889123,0.84284729,0.353401359,0.000276887,6.93e-05,0.001999814,0.000396537,1581,6
"6964",6964,7059,88,2022-05-01,"Envigado - E.S.E. Santa Gertrudis",9.566716667,0.178079408,0.357970862,3.2e-10,2.51e-09,9.73e-10,1.63e-09,9.59e-10,8.63e-10,1.01e-09,2.07e-10,376.341123,22.63008113,1349.952118,479.1328991,80862.80651,80661.75962,81027.87298,116.8900108,287.9096338,286.3575733,289.2331051,0.683910115,292.0000363,286.8215046,299.3649844,4.342120424,0.142361799,-0.478651919,1.022311391,0.478297714,-0.710599232,-1.275368354,0.346692606,0.43999758,5.66e-05,2.37e-07,0.000640441,0.000132234,1581,7
"6965",6965,7060,88,2022-05-03,"Envigado - E.S.E. Santa Gertrudis",10.6230585,0.100520632,0.357970862,3.75e-10,6.97e-09,2.84e-09,2.46e-09,8.74e-10,1.14e-09,4.25e-09,9.28e-10,480.2850624,18.8834648,1748.426433,649.7769646,80900.05645,80674.28137,81085.39764,110.7031129,287.3753509,284.240155,289.8915541,1.366190914,292.9862548,286.72657,300.7454929,5.060930652,-0.0862836,-0.529434888,0.56427653,0.36572518,-0.841611221,-1.202426243,-0.140580317,0.244271946,2.52e-05,0,0.000230454,5.7e-05,1581,2
"6968",6968,7063,88,2022-06-22,"Envigado - E.S.E. Santa Gertrudis",15.50318792,0.07334198,0.377058384,2.72e-10,6.62e-09,2.6e-09,2.11e-09,4.87e-10,1.7e-09,1.08e-09,2.37e-10,265.4156329,16.20760849,1113.883945,349.2597619,80857.57223,80597.55276,81025.8775,125.6893827,288.1832019,287.1430756,289.1212675,0.619936007,290.8393709,287.2173604,296.8867032,3.556680816,0.110687913,-0.422087399,0.957829757,0.432831272,-0.462972919,-0.933165669,0.200188326,0.250771645,0.000281768,1.8e-06,0.002288197,0.000520597,1581,3
"6969",6969,7064,88,2022-06-27,"Envigado - E.S.E. Santa Gertrudis",7.5750435,0.319,0.377058384,3.16e-10,5.32e-09,2.1e-09,1.83e-09,5.06e-10,1.49e-09,5.12e-09,9.79e-10,222.8992221,16.16895045,1082.310727,315.902679,81056.11047,80904.5876,81186.60855,89.3651069,288.0331654,286.4542727,289.9326366,1.209846458,289.5275354,286.4622761,293.972125,2.716291258,0.121440476,-0.287027663,0.748161441,0.297092658,-0.003330919,-0.400250989,0.48097759,0.250114194,0.00054905,4.92e-07,0.002854202,0.000835328,1581,1
"6970",6970,7065,88,2022-06-29,"Envigado - E.S.E. Santa Gertrudis",9.10953125,0.215157423,0.377058384,3.01e-10,4.87e-09,1.86e-09,1.72e-09,3.82e-10,7.58e-10,2.9e-09,5.67e-10,239.758776,28.71590661,828.6744447,272.0788941,81051.97415,80799.11406,81206.28874,110.0125614,288.4206525,286.9083672,290.9273433,1.192957231,290.7152689,287.3965342,295.3775612,2.925806977,0.240751615,-0.595003722,0.862973671,0.427120845,-0.491803105,-0.810702639,0.015935472,0.227137478,0.000427766,6.62e-05,0.001765328,0.000358861,1581,3
"6972",6972,7067,88,2022-07-09,"Envigado - E.S.E. Santa Gertrudis",9.991276957,0.18305406,0.363735287,2.77e-10,2.45e-09,9.15e-10,2.01e-09,1.05e-09,7.04e-10,2.96e-09,6.01e-10,381.0347116,13.44399409,1676.528263,558.0383985,81014.21589,80781.31702,81173.93743,110.8700254,287.1835121,285.0926788,290.4724519,1.565348744,292.0619289,285.8838359,298.8918242,4.309873861,0.002036237,-0.790792737,0.957426623,0.532824777,-0.681831882,-1.494327404,-0.052627454,0.404832412,0.000375565,0,0.001785257,0.000526088,1581,6
"6973",6973,7068,88,2022-07-19,"Envigado - E.S.E. Santa Gertrudis",8.829456522,0.000796386,0.363735287,2.86e-10,4.76e-09,1.75e-09,2.39e-09,1.12e-09,7.66e-10,2.62e-09,6.25e-10,434.816153,24.06394015,1691.091974,568.2407599,80920.64289,80695.19473,81059.93428,104.190185,286.831318,284.8469747,289.4984086,1.387954633,292.2184547,286.9325945,299.1574625,4.520264134,0.100708896,-0.621286565,1.01688133,0.490745982,-0.93468844,-1.21696758,-0.508761374,0.184128208,0.000101068,3.44e-13,0.000976469,0.000247209,1581,2
"6974",6974,7069,88,2022-08-07,"Envigado - E.S.E. Santa Gertrudis",10.96034083,0.083003666,0.360714915,3.38e-10,3.55e-09,1.32e-09,2.22e-09,7.46e-10,7.78e-10,1.7e-09,3.38e-10,406.8332354,19.95654548,1241.262256,476.835775,80876.06734,80650.03389,81033.92494,119.7893862,287.5449128,285.2490599,288.6298264,0.919271405,291.6882134,287.5124194,297.418368,3.755467321,0.217624237,-0.386978409,0.700035446,0.319051587,-0.712822591,-1.23697209,-0.09802898,0.325862517,3.63e-05,1.86e-07,0.000165397,4.05e-05,1581,7
"6975",6975,7070,88,2022-08-08,"Envigado - E.S.E. Santa Gertrudis",9.564007083,0.060758417,0.360714915,2.84e-10,4.18e-09,1.55e-09,2.25e-09,7.33e-10,8.08e-10,2.53e-09,5.74e-10,528.8161419,38.70146856,1798.697237,668.7907867,80810.05641,80568.93408,80975.27095,117.1504892,286.7436321,283.2707403,288.9934329,1.673535932,292.610864,287.6647329,299.1846563,4.38733762,0.17679872,-0.420177166,0.940130188,0.461661432,-0.835208526,-1.262625783,-0.392523351,0.263544133,1.11e-05,8.38e-08,7.12e-05,1.89e-05,1581,1
"6978",6978,7073,88,2022-09-03,"Envigado - E.S.E. Santa Gertrudis",14.6778587,0.274995441,0.376175574,4.06e-10,1.93e-09,6.88e-10,2.41e-09,4.88e-10,7.48e-10,1.46e-09,2.86e-10,426.9262242,26.05682009,1523.147343,548.6071472,80852.99639,80554.45023,81046.08354,145.6404671,288.0637404,286.7661244,289.0457908,0.618969095,291.7815138,287.1848617,298.9608929,4.141256452,0.190635689,-0.545615341,1.439377847,0.624840654,-0.877348214,-1.444607292,-0.555289371,0.219036281,0.000121282,4.96e-07,0.000995919,0.000235426,1581,6
"6979",6979,7074,88,2022-09-08,"Envigado - E.S.E. Santa Gertrudis",13.03029708,0.013445037,0.376175574,6.31e-10,6.89e-10,2.4e-10,4.53e-09,5.44e-10,1.06e-09,1.04e-09,2.12e-10,377.2079269,13.29451425,1515.875421,494.2520342,80932.52756,80664.5285,81099.96891,137.8794773,287.3030957,285.6481842,288.5334972,0.792993431,292.0211413,286.9619088,298.613705,3.874627033,0.33725799,-0.213578968,1.050941373,0.40846627,-0.339067336,-0.835165166,0.067926644,0.240865623,0.000235612,6.73e-07,0.001849555,0.000447096,1581,4
"6980",6980,7075,88,2022-10-29,"Envigado - E.S.E. Santa Gertrudis",7.327806667,0.161067133,0.360245478,3.59e-10,3.3e-10,1.09e-10,1.74e-09,3.39e-10,6.61e-10,1.06e-09,1.75e-10,308.5877821,62.28408726,989.6735096,316.0503639,80987.8434,80785.71254,81154.12628,113.1551583,288.9453637,287.194796,291.054026,1.090837829,290.6957003,287.3326369,295.9221001,2.814290825,0.642935764,0.343391741,0.993341008,0.185380966,0.658383657,0.363476246,0.902041684,0.152719241,0.000636243,0.000228771,0.001332197,0.000260735,1581,6
"6981",6981,7076,88,2022-11-01,"Envigado - E.S.E. Santa Gertrudis",15.08607625,0.234,0.378469415,2.41e-10,3.97e-10,1.47e-10,1.65e-09,3.88e-10,8.25e-10,3.35e-09,6.49e-10,525.0180362,20.79905546,1788.425478,636.8144077,80908.87697,80689.33519,81086.02859,124.7323304,286.9830475,284.9916673,289.1496617,1.015763829,292.0807632,287.0679081,298.5143654,4.011463536,0.106349904,-0.290222604,0.761851385,0.270242587,-0.730351789,-1.143555295,-0.236845143,0.242556738,1.15e-05,1.64e-07,6.48e-05,1.7e-05,1581,2
"6982",6982,7077,88,2022-11-23,"Envigado - E.S.E. Santa Gertrudis",10.45753,0.220752278,0.378469415,2.81e-10,1.06e-09,3.03e-10,1.54e-09,5.71e-10,6.67e-10,4e-09,7.25e-10,254.383086,24.26010668,1021.839754,321.4680675,80857.42033,80668.85062,81040.20256,118.548025,288.1871729,286.8243142,289.7531279,0.894813941,290.4118651,286.9372762,294.5875487,2.672947671,0.239763427,-0.422389146,1.020692945,0.412234997,0.15684118,-0.538554095,0.806641838,0.424332873,0.000607597,4.56e-05,0.00253519,0.000565846,1581,3
"6983",6983,7078,88,2022-12-01,"Envigado - E.S.E. Santa Gertrudis",12.25491,0.00582061,0.360803614,2.82e-10,8.64e-10,2.82e-10,1.73e-09,5.3e-10,5.39e-10,3.31e-09,5.67e-10,433.794339,17.40263658,1616.611419,580.6668842,80774.64197,80597.41987,80933.47973,104.3574959,286.4995763,284.3619372,287.9146568,1.058815049,290.6049207,286.3964873,297.0736392,3.932013186,-0.264516758,-0.556479705,0.035201687,0.16356558,-0.346824261,-0.801853924,0.378466223,0.334578859,1.74e-05,7.74e-07,9.18e-05,2.17e-05,1581,4
"6985",6985,7080,88,2022-12-05,"Envigado - E.S.E. Santa Gertrudis",9.870601364,0.336812002,0.360803614,3.27e-10,5.09e-10,1.7e-10,1.8e-09,8.5e-10,6.04e-10,1.55e-09,3.16e-10,219.1112405,25.75207776,835.3010497,276.5963733,80790.33193,80608.22158,80965.58002,110.8257816,286.7666326,285.866125,287.6453768,0.525761742,289.2725156,286.1337021,293.389464,2.700592926,0.156970603,-0.540229093,0.930915135,0.449355562,-0.016015337,-0.496732273,0.766524375,0.321575645,0.000425076,2.82e-06,0.002052689,0.000570616,1581,1
"6986",6986,7081,88,2022-12-20,"Envigado - E.S.E. Santa Gertrudis",21.27784917,0.232,0.360803614,2.7e-10,2.68e-09,1.1e-09,2.05e-09,5.35e-10,1.46e-09,7.25e-09,1.46e-09,371.2972828,31.39782705,1346.705687,478.7674418,80885.04842,80708.93161,81086.62138,107.7174888,287.4467742,286.4051717,288.5680531,0.627277165,291.6608748,287.0242472,297.732239,3.854456681,0.038480799,-0.469272121,0.722665636,0.371663808,-0.612112892,-1.223027507,0.158201853,0.334160315,3.36e-05,1.18e-07,0.000254437,5.74e-05,1581,2
"6987",6987,7082,88,2022-12-21,"Envigado - E.S.E. Santa Gertrudis",22.20141667,0.272001774,0.360803614,3.26e-10,2.64e-09,1.1e-09,2.5e-09,6.23e-10,1.21e-09,7.67e-09,1.65e-09,256.9093144,22.12270956,1120.284421,358.5256234,80890.49717,80668.57105,81088.87785,126.9020561,287.9766117,286.1734772,289.999368,1.045568693,291.0185509,286.4614418,296.6488417,3.295659897,-0.048889958,-0.613303347,0.500642923,0.301977213,-0.699719997,-1.28633412,-0.227165735,0.318136957,0.000232189,3.04e-06,0.001794391,0.000496817,1581,3
"6989",6989,7084,88,2023-01-04,"Envigado - E.S.E. Santa Gertrudis",13.13181583,0.272605009,0.337841406,2.99e-10,1.25e-09,3.95e-10,1.76e-09,5.44e-10,7.09e-10,2.68e-09,4.64e-10,282.4367963,17.05488087,1006.044565,372.3263199,81006.27407,80759.29319,81170.59929,121.9756098,287.6866828,286.9520241,289.050118,0.481131675,290.3740234,287.0477311,295.307197,2.946546019,-0.005666588,-0.305385997,0.465349331,0.196414512,-0.258372005,-0.800384788,0.572770463,0.383148064,0.000321487,7.53e-06,0.001865829,0.000445858,1581,3
"6990",6990,7085,88,2023-01-20,"Envigado - E.S.E. Santa Gertrudis",18.42058375,0.192098173,0.337841406,3.98e-10,2.72e-09,1.23e-09,2.82e-09,9.96e-10,1.23e-09,7.32e-09,1.47e-09,377.6597945,17.20037528,1427.851485,491.0160024,80941.35665,80711.55198,81094.78114,116.6469233,286.9092828,285.5706975,289.1868309,1.066311125,290.2415731,285.5701744,295.9766136,3.629115002,0.05714451,-0.411971702,0.701458623,0.349831165,-0.479161136,-0.895765135,0.07808824,0.215937632,0.000213463,3.29e-07,0.000911749,0.000300191,1581,5
"6991",6991,7086,88,2023-01-25,"Envigado - E.S.E. Santa Gertrudis",16.27344208,0.096560398,0.337841406,3.42e-10,3.38e-09,1.48e-09,2.65e-09,1.16e-09,1.08e-09,5.13e-09,1.22e-09,381.9898698,19.1129177,1474.846155,520.4688039,80805.34917,80601.9954,80965.0993,115.2415207,286.8164962,284.9120105,289.0890258,1.162712098,291.0156652,285.3316381,297.4943309,4.39766183,-0.173700815,-0.588216738,0.285666564,0.266590767,-0.7852568,-1.323851788,-0.236635703,0.274140172,4.21e-05,0,0.000425947,9.3e-05,1581,3
"6992",6992,7087,88,2023-01-27,"Envigado - E.S.E. Santa Gertrudis",17.04916,0.00327014,0.337841406,3.61e-10,1.69e-09,7.16e-10,2.9e-09,9.23e-10,7.35e-10,5.4e-09,1.24e-09,494.7100431,16.43781469,1815.360206,674.3259727,80787.2454,80558.56533,80992.86686,125.9049772,286.7292287,284.7875512,288.6733169,1.092287542,291.6710653,286.5061981,298.0832861,4.185286724,-0.119482729,-0.717888067,0.359544644,0.300729779,-0.796051244,-1.19538819,-0.425335336,0.185237806,4.53e-06,1.05e-07,2.88e-05,7.19e-06,1581,5
"6993",6993,7088,88,2023-01-29,"Envigado - E.S.E. Santa Gertrudis",17.69906,0.05612217,0.337841406,3.45e-10,7.15e-10,2.43e-10,3.2e-09,8.02e-10,1.75e-09,9.59e-09,1.99e-09,484.2569984,19.69396404,1656.783307,620.6372939,80736.68889,80561.79675,80903.41383,102.9943629,285.7198041,284.2527792,287.3561587,0.830158342,290.5983072,284.6398333,297.5486716,4.773396157,0.149418724,-0.351926759,1.018064491,0.472275091,-0.738640228,-1.2937689,0.281159626,0.331775634,1.2e-05,0,9.36e-05,2.78e-05,1581,7
"6995",6995,7090,88,2023-02-01,"Envigado - E.S.E. Santa Gertrudis",20.10850875,0.170778767,0.436941143,3.62e-10,6.2e-10,1.97e-10,3.34e-09,7.4e-10,1.51e-09,7.48e-09,1.69e-09,507.3194898,20.33671057,1884.836978,689.8756809,80840.59281,80638.0487,81037.67649,114.2152131,285.7078338,284.5837574,286.8632141,0.739662558,291.1661687,285.4498876,297.7935482,4.513185412,-0.066751799,-0.593204134,0.316918899,0.27637065,-0.773859458,-1.038503674,-0.54666873,0.133991098,3e-06,2.87e-08,1.63e-05,4.04e-06,1581,3
"6996",6996,7091,88,2023-02-05,"Envigado - E.S.E. Santa Gertrudis",21.02424708,0.041279918,0.436941143,4.84e-10,4.95e-10,1.65e-10,4.22e-09,5.17e-10,1.42e-09,4.5e-09,1.03e-09,536.1827488,23.71859375,2087.631309,761.4569749,80941.45933,80642.09044,81135.52267,144.1267421,286.6201743,285.0285484,288.7804853,1.050897887,291.1383243,286.1147523,298.5707396,4.521160807,-0.096443964,-0.901911853,0.541457605,0.379137919,-1.053834611,-1.381243125,-0.465645678,0.235430078,4.16e-05,0,0.000436831,0.000110922,1581,7
"6998",6998,7093,88,2023-02-18,"Envigado - E.S.E. Santa Gertrudis",13.75692333,0.265808311,0.436941143,3.29e-10,8.31e-10,2.26e-10,2.37e-09,3.79e-10,1.14e-09,1.05e-08,2.1e-09,403.0403881,23.63263562,1444.60233,482.2146794,80805.09787,80618.15791,80984.93424,108.988065,288.0363418,286.9588273,288.9093783,0.57710876,291.5612089,287.0963115,297.2833545,3.452976117,-0.018451805,-0.459330219,0.693929392,0.334955756,-0.71420358,-1.233336857,-0.084704411,0.297638186,0.000382625,1.06e-05,0.002698905,0.000692999,1581,6
"7000",7000,7095,88,2023-03-19,"Envigado - E.S.E. Santa Gertrudis",11.99469167,0.262580176,0.448691893,6.23e-10,3.46e-09,1.43e-09,4.99e-09,1.15e-09,1.51e-09,6.92e-09,1.61e-09,262.5030701,12.1307654,1116.309002,362.2867845,81022.88821,80821.05653,81221.20404,120.6195486,288.2802636,286.6231805,289.4432885,0.93337227,290.7103898,286.8071001,296.4504162,3.375161645,-0.076057262,-0.628465294,0.781350217,0.355731573,-0.026014152,-0.451047986,0.569763976,0.308485399,0.000231562,2.05e-06,0.001493179,0.000370051,1581,7
"7001",7001,7096,88,2023-04-03,"Envigado - E.S.E. Santa Gertrudis",14.47465167,0.211234552,0.380845803,3.84e-10,5.64e-10,2.08e-10,2.27e-09,9.27e-10,9.53e-10,4.46e-09,9.21e-10,429.3857026,29.37554776,1543.475626,552.2035964,80763.77893,80513.76403,80931.03977,130.2095212,288.3698802,286.7708947,289.4765769,0.744480829,292.2101032,287.1700237,298.6134695,4.052365096,-0.143221611,-0.704504814,0.826658459,0.477983661,-0.949359842,-1.34535098,-0.169943863,0.304819285,0.000119653,5.18e-07,0.000789705,0.000228641,1581,1
"7003",7003,7098,88,2023-04-25,"Envigado - E.S.E. Santa Gertrudis",14.64044913,0.313396835,0.380845803,3.69e-10,7.67e-10,3.39e-10,2.27e-09,7.79e-10,7.42e-10,1.43e-09,3.49e-10,350.1089572,15.21549954,1182.469105,434.5464906,80963.28663,80767.6774,81106.69986,98.39480347,288.5891111,287.505501,289.2166129,0.477768988,292.0441583,287.9144096,297.4148581,3.021449293,0.150456229,-0.464125941,1.031335519,0.473379882,0.27473003,-0.207711099,1.295484048,0.452283226,9.6e-05,1.92e-06,0.000341735,0.00011489,1581,2
"7004",7004,7099,88,2023-04-28,"Envigado - E.S.E. Santa Gertrudis",13.11274,0.041943692,0.380845803,3.86e-10,6.19e-10,2.62e-10,2.1e-09,7.09e-10,8.85e-10,1.24e-09,2.82e-10,297.4680532,19.59678565,1534.057787,433.7472735,80928.10982,80733.25976,81097.89182,110.9669682,289.3410527,286.6023079,291.8769819,1.4887697,291.4897741,286.9502775,297.9621216,3.56127902,0.106679257,-0.745070337,0.882606308,0.476002157,-0.357635769,-0.926961573,0.021520978,0.24480017,0.000906352,5.16e-06,0.006021052,0.001265983,1581,5
"7005",7005,7100,88,2023-05-01,"Envigado - E.S.E. Santa Gertrudis",9.276142174,0.114250062,0.395936309,4.01e-10,1.56e-09,6.23e-10,2.23e-09,5.87e-10,7.47e-10,2.12e-09,5.14e-10,381.2921899,17.34952516,1312.195593,490.6085805,80960.17482,80694.66674,81151.53213,128.4272048,288.4910085,287.1982556,289.9600036,0.737716739,292.2976892,287.2350433,298.9567694,4.358822335,0.133733222,-0.357813681,0.993222193,0.40925701,-0.65144537,-1.000053417,-0.311350067,0.165079547,0.000110132,3.19e-10,0.001375914,0.000285742,1581,1
"7006",7006,7101,88,2023-05-04,"Envigado - E.S.E. Santa Gertrudis",14.3497375,0.046930013,0.395936309,3.61e-10,1.65e-09,7.19e-10,3.11e-09,1.2e-09,7.28e-10,4.74e-09,9.73e-10,519.0386388,28.9113527,1728.32656,675.6191839,80774.29483,80561.93113,80919.32299,112.5170695,287.4040413,286.2360841,289.5556623,0.745380435,293.2750431,287.1371252,300.1134146,4.028265956,-0.148800791,-0.772547469,0.853494657,0.498037801,-1.180009025,-1.631016573,-0.866438902,0.219223309,1.11e-05,0,6.52e-05,2.14e-05,1581,4
"7007",7007,7102,88,2023-05-18,"Envigado - E.S.E. Santa Gertrudis",15.67739348,0.110309612,0.395936309,2.88e-10,1.42e-09,5.91e-10,2.33e-09,1.28e-09,1.73e-09,1.98e-09,5.47e-10,370.4406708,14.81684574,1497.886098,508.4249538,80917.75033,80737.63558,81056.0587,97.06926921,289.0137965,286.2460323,291.1260796,1.056330953,293.2819466,287.1094064,300.2823814,4.39763458,-0.102264435,-0.345174191,0.402802761,0.226280428,-0.639318581,-1.150280827,-0.302621815,0.235535194,6.14e-05,4.69e-10,0.000636798,0.000140397,1581,4
"7009",7009,7104,88,2023-06-03,"Envigado - E.S.E. Santa Gertrudis",11.98967833,0.135853747,0.380754534,3.03e-10,1.53e-09,5.13e-10,2.09e-09,1.09e-09,7.87e-10,9.68e-10,2.14e-10,351.9555049,17.42612865,1449.807966,472.2957934,80875.88632,80687.43395,81027.60683,108.4935414,288.6722884,286.9336394,289.8335655,0.762910407,292.3076254,286.945094,299.4073847,4.171147909,0.226620392,-0.283664232,1.201826134,0.490130019,-0.432236535,-0.904317361,0.110307043,0.273863144,5.41e-05,0,0.00079844,0.000165118,1581,6
"7010",7010,7105,88,2023-06-11,"Envigado - E.S.E. Santa Gertrudis",7.690957727,0.125430558,0.380754534,3.39e-10,1.84e-09,7.53e-10,1.88e-09,4.52e-10,7.13e-10,6.81e-10,1.39e-10,335.0320692,22.27969481,1357.663454,455.8585706,81048.69427,80837.76279,81190.37196,115.3564221,288.7715323,286.8228807,290.7538151,0.96406962,292.3542231,287.1575697,298.1131786,3.756527318,-0.007926383,-0.695058153,0.573522602,0.366694145,-0.742352282,-1.195140819,0.118349496,0.330144929,0.000138503,1.12e-10,0.000777179,0.000218746,1581,7
"7011",7011,7106,88,2023-06-13,"Envigado - E.S.E. Santa Gertrudis",10.60915714,0.037629325,0.380754534,3.74e-10,2.49e-09,1e-09,3.08e-09,1.09e-09,8.43e-10,2.91e-09,6.01e-10,476.209213,17.0243379,1718.702296,624.5056708,80868.6243,80599.77138,81008.99,116.8070308,288.2589059,286.0399769,289.9899559,0.999526744,293.6301868,287.3550127,300.5958739,4.579309578,0.257577664,-0.655410037,1.138678178,0.591823963,-0.739204819,-1.274504011,0.191379307,0.36832339,3.15e-05,0,0.000252284,6.68e-05,1581,2
"7012",7012,7107,88,2023-06-18,"Envigado - E.S.E. Santa Gertrudis",6.553923158,0.084133587,0.380754534,1.98e-10,1.64e-09,5.6e-10,1.62e-09,6.64e-10,4.74e-10,1.28e-09,2.45e-10,458.3676095,27.20384957,1586.563375,586.0587121,80934.28255,80675.33906,81080.83407,124.7900075,286.9643151,285.0175638,288.7945887,0.888550831,292.1498952,286.7883573,298.8361214,4.422515259,0.092689911,-0.519353342,0.90291901,0.455724222,-1.254586246,-2.079841772,-0.42227814,0.381678183,1.04e-05,0,0.000190599,3.96e-05,1581,7
"7013",7013,7108,88,2023-06-19,"Envigado - E.S.E. Santa Gertrudis",5.04070619,0.035404244,0.380754534,2.13e-10,1.95e-09,6.57e-10,1.82e-09,1.27e-09,5.28e-10,1.22e-09,2.75e-10,495.0330809,24.53453565,1812.958952,682.1361931,80887.87366,80719.07592,81040.46072,91.99365865,284.831361,282.0872643,288.0488714,1.263334392,292.9697307,286.1145822,300.6896136,5.086271275,-0.105351998,-0.890239234,0.996931427,0.708828592,-1.141727813,-1.605304583,-0.655012416,0.284263317,4.01e-07,6.37e-13,3.28e-06,8.1e-07,1581,1
"7014",7014,7109,88,2023-06-29,"Envigado - E.S.E. Santa Gertrudis",11.49521591,0.077645209,0.380754534,2.69e-10,3.3e-09,1.15e-09,2.15e-09,6.47e-10,8.38e-10,1.51e-09,3.25e-10,412.4265241,29.19086725,1762.172201,574.3172477,80844.28272,80650.48,80991.86729,105.8348404,288.899087,287.3455062,291.0141399,0.779615724,293.4501208,287.6211209,300.4785548,4.444078277,0.207993126,-1.059289712,1.524792433,0.752749012,-1.036372807,-1.429200834,-0.594395009,0.211648285,5.55e-05,0,0.000481224,0.000114417,1581,4
"7015",7015,7110,88,2023-07-12,"Envigado - E.S.E. Santa Gertrudis",12.15130043,0.185846766,0.343040817,2.96e-10,8.32e-09,2.85e-09,2.76e-09,1.19e-09,5.76e-10,3.67e-09,7.86e-10,456.0242538,26.20081393,1705.819947,592.3928118,80897.19102,80656.36092,81055.97834,121.28791,287.4685251,285.4456232,289.5164053,0.965700212,292.7369454,287.1605339,299.481486,4.306317543,0.065479514,-0.69655511,1.106591561,0.576005657,-1.134271703,-1.576791692,-0.625241536,0.238252975,5.77e-05,0,0.000604755,0.00013161,1581,3
"7017",7017,7112,88,2023-07-17,"Envigado - E.S.E. Santa Gertrudis",9.93430875,0.220007238,0.343040817,3.7e-10,7.7e-09,2.5e-09,2.74e-09,9.56e-10,5.21e-10,3.75e-09,7.58e-10,411.3754525,23.23044348,1606.814832,537.074425,80916.17478,80734.53878,81037.60077,99.58694387,288.1309031,287.0939975,289.2266096,0.601019185,293.0484091,287.993306,299.5544942,4.196957328,0.198817016,-0.590683283,1.277044399,0.581265529,-0.94333942,-1.818937102,0.151507566,0.427146041,0.000279767,3.6e-06,0.001913391,0.000464122,1581,1
"7018",7018,7113,88,2023-07-20,"Envigado - E.S.E. Santa Gertrudis",7.802752778,0.023929121,0.343040817,2.84e-10,6e-09,1.99e-09,2.33e-09,7.49e-10,7.62e-10,2.81e-09,6.27e-10,623.9584426,33.48267697,2092.163557,812.9302454,80933.47373,80711.23236,81072.37413,112.0175363,284.2367213,282.3744581,285.1061191,0.779137668,294.1237347,287.1202191,301.7287881,5.226107533,0.015204384,-0.653313315,1.357354153,0.752435587,-1.800093597,-2.758600699,-1.150168511,0.45963536,4.86e-08,0,3.53e-07,9.12e-08,1581,4
"7020",7020,7115,88,2023-07-24,"Envigado - E.S.E. Santa Gertrudis",10.2205987,0.211801073,0.343040817,4.11e-10,4.49e-09,1.74e-09,3.65e-09,1.26e-09,7.07e-10,1.58e-09,2.98e-10,436.993502,32.01364343,1800.602898,585.3878226,81046.66999,80845.64915,81187.51016,107.3485907,286.1925006,284.3156592,287.5312988,0.7211696,293.6883432,287.7103354,301.5726344,4.952393833,-0.086342815,-0.799851015,0.802022423,0.563378833,-1.023088516,-1.647639985,-0.370275938,0.339355454,2.14e-05,3.23e-13,0.00014242,3.81e-05,1581,1
"7021",7021,7116,88,2023-07-28,"Envigado - E.S.E. Santa Gertrudis",12.48350125,0.185433019,0.343040817,3.71e-10,2.62e-09,1.01e-09,2.6e-09,9.33e-10,1.24e-09,1.16e-09,2.5e-10,448.2421334,16.43657295,1785.524301,600.2670135,80987.28557,80778.00699,81165.73751,123.0701188,288.481967,287.276526,289.4220524,0.630479687,293.0211582,287.7989277,300.151557,4.37597958,0.044755965,-0.705451463,0.991657054,0.456112883,-0.96586812,-1.848646341,-0.130749651,0.389674893,0.000271672,1.28e-06,0.001808279,0.000483312,1581,5
"7022",7022,7117,88,2023-08-04,"Envigado - E.S.E. Santa Gertrudis",13.22103217,0.066188939,0.374883898,4.24e-10,3.79e-09,1.42e-09,3.78e-09,1.49e-09,4.18e-10,2.05e-09,4.81e-10,737.7078201,30.32917008,2269.202187,893.4051813,80968.85847,80680.96092,81116.22281,134.3861611,285.4712049,282.4370234,287.0863697,1.483547913,293.600496,286.3392021,301.7543298,5.462766766,-0.028729457,-0.788966274,0.998372482,0.565534367,-1.239010322,-1.607590617,-0.705313462,0.237095016,5.66e-06,0,6.54e-05,1.42e-05,1581,5
