"","X.1","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","tp_sd","DEM","dayWeek"
"2197",2197,2221,78,2020-11-29,"La Estrella - Hospital",14.58333333,0.275937195,0.57787019,3.18e-10,4.52e-10,1.33e-10,1.87e-09,7.77e-10,8.1e-10,4.39e-09,7e-10,340.4205302,25.22176087,1375.377066,478.2717423,81151.28822,80890.42876,81349.57824,139.5799483,288.5757259,286.4550486,291.395449,1.258965725,291.5269638,287.1838643,298.6618282,3.950174098,0.067495334,-0.615024084,0.725506208,0.408478339,-0.590451095,-1.201786089,0.124835203,0.419575759,0.000413112,1.26e-06,0.001867271,0.00056728,1764,7
"2199",2199,2223,78,2020-12-06,"La Estrella - Hospital",10.29166667,0.336770581,0.572122792,4.58e-10,5.67e-10,1.63e-10,3.77e-09,7.01e-10,1.68e-09,5.93e-09,1.24e-09,416.1504911,25.61128121,1400.462371,541.9811182,81163.09976,80942.98298,81338.80162,120.4650636,287.9138431,286.356597,291.7446696,1.430121302,291.7791196,286.6994929,298.1148425,4.152051149,-0.05157772,-0.920060494,0.601039871,0.465491789,-0.711053434,-1.315609037,0.07885194,0.36705257,0.000117901,3.11e-07,0.001315535,0.00027995,1764,7
"2201",2201,2225,78,2020-12-29,"La Estrella - Hospital",12.16666667,0.180740881,0.572122792,4.17e-10,4.74e-10,1.35e-10,2.37e-09,8.28e-10,7.22e-10,3.61e-09,6.31e-10,270.6572032,19.55670156,991.0359855,329.5458935,81145.4941,80920.20256,81306.34637,115.958405,288.1107969,285.9541275,290.4045391,1.516723811,290.709862,286.7498983,295.4330379,3.002933703,0.041857349,-0.336925357,0.567049716,0.288910489,-0.288802361,-0.734083371,0.234951293,0.319662405,0.000275691,4.82e-05,0.00168541,0.000360273,1764,2
"2202",2202,2226,78,2020-12-31,"La Estrella - Hospital",16,0.320760648,0.572122792,3.66e-10,4.62e-10,1.2e-10,1.74e-09,4.1e-10,6.94e-10,5.26e-09,7.75e-10,317.082162,31.96936868,1317.822537,404.5608847,81123.61505,80960.83655,81299.05806,102.1985072,288.302688,286.3992079,289.9777505,1.034657096,290.9231015,287.6576757,295.6680127,2.635603127,0.114043354,-0.34358636,0.697903951,0.313644184,-0.372895017,-1.012044425,0.543434864,0.475264314,0.000385296,4.78e-05,0.000950332,0.000307787,1764,4
"2203",2203,2227,78,2021-01-12,"La Estrella - Hospital",13.16666667,0.20311034,0.533109775,3.97e-10,3.79e-10,1.57e-10,2.19e-09,6.18e-10,8.76e-10,1.93e-09,3.7e-10,360.5370395,16.50753056,1414.161237,499.9779465,81125.18634,80884.31675,81309.45316,128.2430904,287.8986872,286.1929356,291.4445676,1.346029657,291.5520811,286.8669713,298.5507232,4.36952593,0.002580899,-0.544819506,0.699919305,0.386698913,-0.635601846,-1.037282563,-0.133911734,0.192687651,0.000172557,5.03e-07,0.001633407,0.000353207,1764,2
"2204",2204,2228,78,2021-01-14,"La Estrella - Hospital",14.58333333,0.232143041,0.533109775,3.38e-10,1.01e-09,2.97e-10,2.63e-09,1.01e-09,8.9e-10,1.56e-08,2.95e-09,395.8645182,16.29776336,1533.552297,544.2118349,81065.95596,80854.14885,81225.07026,106.7198082,288.2537669,286.1404625,291.1898368,1.332833301,292.18608,286.5683862,299.1681794,4.387539011,0.085029435,-0.534381659,0.648064915,0.377480373,-0.447138062,-0.976394646,0.076545073,0.259149928,6.09e-05,1.05e-08,0.000399853,0.000106012,1764,4
"2205",2205,2229,78,2021-01-16,"La Estrella - Hospital",13.95833333,0.206091144,0.533109775,3.84e-10,7.58e-10,2.17e-10,2.24e-09,8.3e-10,6.6e-10,8.24e-09,1.58e-09,396.525099,12.9320217,1401.534609,508.1530235,81126.00558,80938.24457,81304.86808,104.8873688,287.6492448,285.8510482,289.5865618,1.109864108,291.8492468,286.4681549,298.3340929,4.086123478,0.277020302,-0.245331187,1.06751039,0.401502371,-0.271698482,-0.857343829,0.321858935,0.278988138,9.55e-05,1.21e-05,0.000396249,8.93e-05,1764,6
"2206",2206,2230,78,2021-01-17,"La Estrella - Hospital",12.45833333,0.161256159,0.533109775,3.38e-10,7.35e-10,2.14e-10,2.52e-09,7.79e-10,1.42e-09,7.95e-09,1.76e-09,495.0952014,22.07230412,1638.198793,624.277117,81093.54088,80832.76594,81240.20769,126.0212499,286.9336472,285.6242862,289.812325,1.205051112,291.7427403,286.5344868,298.4282818,4.398971368,0.031843189,-0.425092098,0.443994117,0.248486906,-0.635956567,-1.15487564,-0.058809952,0.278310836,5.77e-05,1.46e-07,0.000242076,6.39e-05,1764,7
"2209",2209,2233,78,2021-01-30,"La Estrella - Hospital",20.70833333,0.160735429,0.533109775,2.85e-10,3.03e-09,1.3e-09,2.17e-09,8.56e-10,1.01e-09,8.95e-09,1.89e-09,564.7542753,20.92577241,2020.162503,737.73531,80990.18566,80769.20411,81189.12399,118.9450707,285.5908303,283.6115594,287.1923944,0.997743601,292.4853867,286.2925118,299.3361559,4.795001141,0.085469844,-0.509280694,0.856257733,0.448298656,-1.060863602,-1.440078311,-0.63105063,0.267085144,8.97e-06,4.01e-10,4.59e-05,1.23e-05,1764,6
"2211",2211,2235,78,2021-02-04,"La Estrella - Hospital",16.04166667,0.334,0.548839386,3.1e-10,5.37e-09,2.55e-09,2.47e-09,1.03e-09,9.19e-10,9.86e-09,1.96e-09,489.6139114,25.66664448,1621.376163,624.2370487,81108.58106,80874.46557,81289.67339,121.7942977,287.0696388,285.4887411,289.5523928,0.92249525,292.3902355,286.5251631,299.4066208,4.497285453,-0.049767955,-0.557253815,0.87876465,0.422314863,-1.041350396,-1.456883441,-0.782787779,0.173592896,6.35e-05,2.2e-06,0.000254205,6.79e-05,1764,4
"2212",2212,2236,78,2021-02-10,"La Estrella - Hospital",15.875,0.339617266,0.548839386,3.52e-10,2.1e-09,6.65e-10,2.08e-09,4.36e-10,1.68e-09,1.67e-08,3.44e-09,344.5741754,41.5908331,1295.089022,424.9344358,81161.97154,80894.02008,81325.52919,125.6793948,289.0799846,287.0500302,291.9323313,1.127268795,291.5288359,287.7611506,296.3106171,2.931374351,0.197491409,-0.715040558,0.714485968,0.368275021,0.186913371,-0.765396276,0.850559813,0.464581201,0.000745746,3.92e-05,0.002854968,0.00072829,1764,3
"2214",2214,2238,78,2021-04-20,"La Estrella - Hospital",15.54166667,0.260545871,0.54551909,4.58e-10,1.02e-08,4.17e-09,3.36e-09,1.08e-09,1.01e-09,5.08e-09,1.09e-09,402.4539097,15.17589932,1584.663195,567.152738,81185.78278,80979.49107,81337.33151,106.229801,288.8674996,286.7746262,291.1043388,1.125716434,292.4001768,286.9431571,299.1474696,3.683133668,0.143295761,-0.515823083,0.901287823,0.409045451,-0.369946516,-0.848886131,0.323930912,0.269848096,0.000241222,7.21e-07,0.001877681,0.000484029,1764,2
"2215",2215,2239,78,2021-06-28,"La Estrella - Hospital",11.20833333,0.218003923,0.561896371,3.64e-10,3.62e-09,1.38e-09,2.28e-09,6.08e-10,9.55e-10,1.29e-09,2.8e-10,365.1866487,27.23416235,1615.340589,496.1060535,81271.31422,81084.60856,81391.7681,102.5320761,287.6018354,285.4356795,289.7981679,1.111826751,291.3315716,285.929303,298.0443053,4.255560067,-0.048231653,-0.543608451,0.779031315,0.445669143,-0.829497105,-1.217032542,-0.438479459,0.195444896,0.000214459,8.71e-11,0.00203314,0.000480156,1764,1
"2216",2216,2240,78,2021-07-02,"La Estrella - Hospital",12.83333333,0.220600742,0.567595317,3.09e-10,3.46e-09,1.21e-09,2.8e-09,1.14e-09,8.12e-10,3.88e-09,7.61e-10,399.1100211,16.89342894,1420.486642,518.9934139,81298.93206,81082.72059,81432.51238,115.0625133,287.251357,286.4237618,288.8650786,0.804355076,291.4833644,287.0338288,297.8903988,3.936070638,0.049696825,-0.61556235,0.840495464,0.428019953,-0.647103102,-1.267391818,-0.023921114,0.361073327,0.000179116,1.33e-06,0.001333387,0.000336594,1764,5
"2219",2219,2243,78,2021-07-17,"La Estrella - Hospital",11.16666667,0.152475843,0.567595317,3.39e-10,8.23e-09,2.96e-09,2.29e-09,5.99e-10,7.11e-10,9.99e-10,2.12e-10,363.5307066,25.50926596,1371.769808,479.1413859,81213.61424,80996.03475,81356.58951,102.5415011,288.2662504,286.0747301,290.1831475,1.260290373,291.8091944,286.3738356,297.9043991,4.193754855,0.260724824,-0.343740482,0.976812807,0.346674874,-0.696376704,-1.098016872,-0.072125801,0.299944956,0.000426642,3.2e-07,0.00136033,0.000410122,1764,6
"2220",2220,2244,78,2021-07-18,"La Estrella - Hospital",7.958333333,0.200143569,0.567595317,3.17e-10,8.64e-09,3.22e-09,2.85e-09,7.89e-10,7.55e-10,4.96e-09,9.46e-10,335.7499926,18.63686299,1218.577399,406.5692046,81207.42756,81037.13574,81362.97992,103.1574756,287.5658928,285.8765821,288.927552,0.821250672,291.7767712,286.8253939,298.145155,3.68251019,0.217539809,-0.504898511,1.219346499,0.510625582,-0.849482499,-1.420194274,-0.36329097,0.251662523,0.000201544,2.01e-07,0.001013036,0.000261465,1764,7
"2222",2222,2246,78,2021-08-05,"La Estrella - Hospital",20.79166667,0.082861232,0.583343249,4.98e-10,6.31e-10,2.16e-10,4.85e-09,1.08e-09,6.74e-10,3.7e-10,7.2e-11,530.8402396,29.51995832,2135.516016,762.2067945,81326.30305,81063.58371,81474.59788,127.6057317,284.9303979,283.2126409,289.1467248,1.484448358,292.3882614,285.5974721,301.0473556,5.462270848,0.003833134,-0.709079148,1.049100846,0.597854117,-1.003613665,-1.58926499,0.142565632,0.376522739,7.16e-05,0,0.001004996,0.000211256,1764,4
"2224",2224,2248,78,2021-09-02,"La Estrella - Hospital",10.5,0.194456292,0.575250251,4.21e-10,1.73e-09,6.39e-10,3.48e-09,4.97e-10,1.28e-09,1.96e-09,3.36e-10,421.5236983,34.47236244,1659.289526,559.7608549,81278.3947,81057.68246,81448.82438,119.0531388,287.6591089,285.6423228,291.2499071,1.268114048,291.7764686,286.2041143,299.9053447,4.648456639,-0.236127828,-0.56760485,0.370082476,0.307007389,-0.86754474,-1.321074599,-0.045483061,0.303574644,0.000170723,5.11e-11,0.001595947,0.000409014,1764,4
"2225",2225,2249,78,2021-09-09,"La Estrella - Hospital",14,0.312160772,0.575250251,3.74e-10,2.34e-09,8.74e-10,2.93e-09,5.34e-10,2e-09,2.76e-09,6.36e-10,354.9967692,16.33942482,1616.357245,501.0509492,81225.83225,80963.95471,81407.06069,140.3123768,287.7701654,286.4931339,289.093649,0.730979153,291.2957617,287.0128087,298.4903065,3.915073472,-0.092584928,-0.970000422,0.905926676,0.459415971,-0.727559794,-1.084316166,-0.383559814,0.224429931,0.000283864,7.04e-09,0.002343662,0.000641916,1764,4
"2228",2228,2252,78,2021-09-25,"La Estrella - Hospital",10.75,0.191489871,0.575250251,3.01e-10,9.53e-10,3.41e-10,2.29e-09,8.27e-10,4.49e-10,1.11e-09,2.24e-10,518.3204734,32.20697144,2133.557948,737.81962,81186.36458,80963.54386,81338.69974,119.9309265,287.9588482,286.6989379,289.5773901,0.850188289,293.0378515,288.1197453,300.5394743,4.389719114,0.137359533,-0.616774722,1.234794409,0.58431745,-1.051995022,-1.545860209,0.041204002,0.298515523,0.000249456,3.73e-06,0.001587638,0.00041071,1764,6
"2229",2229,2253,78,2021-10-24,"La Estrella - Hospital",8.333333333,0.197582163,0.621837878,3.6e-10,2.89e-09,1.15e-09,2.17e-09,5.94e-10,8.46e-10,3.15e-09,6.45e-10,306.4917109,14.05915251,1410.395977,425.8553464,81259.2669,81075.77591,81415.11161,103.2332492,288.2966503,286.839344,289.6155086,0.92959996,291.4814539,287.3792337,297.6553895,3.747154695,0.211869261,-0.526365416,0.900292686,0.447894536,-0.415607422,-0.966164004,0.155227652,0.256483137,0.000259694,7e-07,0.001647376,0.000457968,1764,7
"2231",2231,2255,78,2021-11-18,"La Estrella - Hospital",17.45833333,0.189390914,0.571237454,3.32e-10,6.59e-10,1.92e-10,1.97e-09,7.81e-10,6.13e-10,4.92e-09,9.32e-10,453.8649291,14.60431085,1664.845571,612.9909956,81146.17584,80897.7732,81335.825,133.0699214,287.1861077,285.6930748,288.8166108,0.903533127,291.2125678,286.2868196,296.9457882,3.742480695,-0.0398686,-0.34709349,0.597076825,0.241065343,-0.024219768,-0.42949552,0.530057627,0.300353108,4.07e-05,3.45e-06,0.000270489,5.7e-05,1764,4
"2232",2232,2256,78,2021-11-28,"La Estrella - Hospital",14.41666667,0.197055142,0.571237454,3.55e-10,3.28e-10,1.06e-10,3.23e-09,3.91e-10,1.87e-09,4.24e-09,8.48e-10,393.3822679,19.94328629,1448.504259,553.8252381,81109.17966,80859.41651,81276.81358,130.8387657,287.9300287,286.8392824,289.2084136,0.690055439,291.7111251,287.0828844,298.435728,4.008093646,-0.042225271,-0.577976166,0.357926859,0.248270465,-0.587306075,-0.911272686,-0.104618005,0.264531339,0.00015067,5.18e-07,0.000980964,0.000273186,1764,7
"2233",2233,2257,78,2021-12-07,"La Estrella - Hospital",15.79166667,0.227813407,0.540861517,3.23e-10,8.55e-10,2.27e-10,2.42e-09,9.58e-10,1.04e-09,1.18e-08,2.12e-09,478.4807063,23.57151358,1640.077353,618.8633073,81106.73334,80868.98891,81304.68769,131.6042689,288.2013222,286.3423598,289.8875599,1.105530866,292.8121295,287.1197159,299.2356213,4.43825923,0.013760777,-0.684901768,0.571764236,0.405473756,-0.811448222,-1.367738145,0.210963119,0.376221739,4.93e-05,6.43e-07,0.000811735,0.000163435,1764,2
"2234",2234,2258,78,2021-12-23,"La Estrella - Hospital",14.08333333,0.198127324,0.540861517,3.41e-10,4.2e-10,1.29e-10,2.12e-09,1.03e-09,1.02e-09,3.96e-09,8.43e-10,270.8904242,15.84137116,1228.850745,378.4258021,81290.77144,81115.06141,81450.90529,99.84843429,288.3677673,286.8975698,290.0647061,0.750191233,291.6892699,287.5343857,296.5542338,3.071432497,-0.020363778,-0.563156983,0.53466514,0.296242461,-0.205651055,-0.538383719,0.287187377,0.210899398,0.000140007,3.87e-06,0.001252093,0.000281845,1764,4
"2235",2235,2259,78,2022-01-01,"La Estrella - Hospital",20.83333333,0.328187703,0.555396372,3.19e-10,1.15e-09,2.91e-10,2.07e-09,4.56e-10,2.34e-09,9.34e-09,1.81e-09,229.7741326,27.21897767,733.5933005,263.1506674,81104.49177,80949.83549,81248.62688,89.28105454,288.5792951,287.5499168,290.6554823,0.823258361,292.0452272,287.9464128,296.2825507,2.681579719,0.18284283,-0.471975471,0.92712125,0.445103072,-0.587179159,-1.065013568,0.084427272,0.402884368,0.000227566,3.89e-06,0.001762971,0.000394344,1764,6
"2238",2238,2262,78,2022-01-28,"La Estrella - Hospital",20.875,0.203949616,0.555396372,3.71e-10,1.03e-09,2.73e-10,2.89e-09,1.07e-09,9.46e-10,1.12e-08,2.28e-09,377.9339105,20.79859252,1395.808979,493.0069824,81188.47784,81014.3416,81341.3391,102.8689886,286.8964506,285.3374784,288.6301617,1.11431952,291.1635161,285.7881618,297.6317729,4.177179318,-0.069520273,-0.354773794,0.362677134,0.233213002,-0.371849742,-0.669446644,0.031365015,0.179566101,8.8e-05,1e-06,0.000821938,0.000171545,1764,5
"2239",2239,2263,78,2022-01-29,"La Estrella - Hospital",21.5,0.070401958,0.555396372,5.45e-10,9.01e-10,2.47e-10,4.27e-09,1.32e-09,7.98e-10,9.8e-09,2.11e-09,419.8105131,16.26410535,1455.162299,538.1137948,81208.11568,81005.89354,81404.97979,114.0056539,286.8401076,284.5853558,288.8528739,1.112344677,291.2010229,284.9740731,297.4061917,3.966249641,0.156264089,-0.417023289,0.833470619,0.359082586,-0.314496248,-0.852173604,0.236219013,0.355297703,0.000110206,4.79e-05,0.000335272,6.07e-05,1764,6
"2240",2240,2264,78,2022-01-31,"La Estrella - Hospital",17.75,0.029736326,0.555396372,3.42e-10,4.61e-10,1.32e-10,2.48e-09,1.01e-09,7.53e-10,5.5e-09,1.18e-09,539.7220329,22.90181403,1710.581251,673.8574126,81168.87365,80919.06722,81323.71282,126.7690657,285.5844562,284.300794,286.5388134,0.608280288,291.2098074,285.8901415,297.3822079,4.027716343,0.216677642,-0.130822989,0.466221775,0.161913065,-0.520495138,-0.937150121,-0.139793664,0.22003122,4.39e-05,4.54e-07,0.000106181,3.09e-05,1764,1
"2241",2241,2265,78,2022-02-11,"La Estrella - Hospital",18.29166667,0.223575332,0.53268336,3.36e-10,1.31e-09,4.68e-10,2.01e-09,7.72e-10,6.72e-10,3.67e-09,7.63e-10,436.1879507,15.56382169,1522.025204,557.9675868,81021.42122,80801.68108,81201.95162,119.1037265,287.3673564,285.366921,289.377938,1.27208807,291.4549579,285.6504249,298.5073381,4.231337589,-0.137328677,-0.473063681,0.597264688,0.276324688,-0.482099673,-1.117500073,0.393910297,0.276063738,6.47e-05,3.07e-07,0.000850367,0.000173221,1764,5
"2242",2242,2266,78,2022-02-21,"La Estrella - Hospital",18.16666667,0.120095519,0.53268336,4.06e-10,3.4e-09,1.37e-09,3.02e-09,8.01e-10,9.99e-10,8.79e-09,1.79e-09,370.349163,15.38813601,1389.36872,503.9119083,81168.21706,80929.58387,81321.50191,113.2816166,287.0421184,285.6122982,288.5575857,0.821499994,290.3272562,285.7693328,296.9942797,3.91429296,0.111767273,-0.472563156,0.958377847,0.502495728,-0.329137225,-0.704467825,0.521366066,0.347037498,0.000392402,0,0.002287473,0.000657184,1764,1
"2243",2243,2267,78,2022-03-14,"La Estrella - Hospital",13.79166667,0.163410258,0.562455466,4.24e-10,1.03e-09,3.55e-10,2.85e-09,6.36e-10,1.58e-09,4.85e-09,1.24e-09,339.4544913,17.55079549,1463.747685,459.3179698,81215.03455,80965.34762,81398.41489,126.8824118,287.6058336,285.7154181,289.904007,1.113742035,291.4667163,286.2714308,298.7725996,4.156361019,-0.115962263,-0.443683985,0.839278393,0.372227742,-0.117858721,-0.655884469,0.807574797,0.48217848,0.000200659,1.21e-07,0.001423816,0.000372033,1764,1
"2244",2244,2268,78,2022-04-23,"La Estrella - Hospital",10.66666667,0.146364677,0.588804102,2.81e-10,1.66e-09,7.5e-10,1.6e-09,4.12e-10,7.16e-10,9.54e-10,2.18e-10,329.6836479,18.34988549,1100.506889,401.5485583,81194.18496,80901.40402,81371.79653,147.8172436,287.8188909,287.1726568,288.5245581,0.39309226,291.2271756,287.6789729,296.2537521,3.09599903,0.280428839,-0.090845312,0.738936906,0.237361717,0.272782432,-0.341766695,0.83572144,0.347048942,0.000212167,6.7e-06,0.001637181,0.000339438,1764,6
"2245",2245,2269,78,2022-05-01,"La Estrella - Hospital",8.416666667,0.268481279,0.597041566,3.29e-10,2.44e-09,9.47e-10,1.6e-09,9.73e-10,9.08e-10,9.99e-10,2.06e-10,365.5677776,22.18638114,1344.316666,474.5511302,81125.88333,80925.06168,81291.28609,117.0753388,288.1682591,286.5880991,289.71305,0.716600555,292.139946,287.0231664,299.4572066,4.326101456,0.15402035,-0.5052107,0.986147069,0.475291124,-0.607479728,-1.204037929,0.580121139,0.51453615,7.19e-05,3.92e-07,0.000706459,0.000149196,1764,7
"2246",2246,2270,78,2022-05-03,"La Estrella - Hospital",10.375,0.034164285,0.597041566,3.93e-10,6.76e-09,2.75e-09,2.49e-09,8.98e-10,1.17e-09,4.21e-09,9.14e-10,481.7816582,18.06198858,1761.988911,658.293064,81159.95935,80928.72871,81347.15239,112.4067834,287.5723197,284.3358625,290.152775,1.389982719,293.1972022,286.9435927,300.9851488,5.083065763,-0.075242356,-0.534394578,0.577488853,0.376723427,-0.759021331,-1.082188561,0.08756603,0.259353218,2.63e-05,7.1e-11,0.000254277,5.99e-05,1764,2
"2248",2248,2272,78,2022-06-22,"La Estrella - Hospital",16.85,0.082412248,0.597990996,2.92e-10,6.74e-09,2.65e-09,2.23e-09,5.07e-10,1.9e-09,1.08e-09,2.4e-10,262.57278,14.91524935,1108.167666,345.575575,81121.99685,80860.76338,81291.99665,126.3367214,288.3542262,287.3081075,289.3045408,0.648705681,290.9977818,287.3878007,297.041263,3.557928563,0.097083848,-0.489176485,0.982690989,0.456734252,-0.435069881,-0.898699643,0.376893255,0.305370014,0.000283993,1.81e-06,0.002376022,0.000529985,1764,3
"2249",2249,2273,78,2022-06-29,"La Estrella - Hospital",14.71428571,0.257861668,0.597990996,3.17e-10,4.56e-09,1.73e-09,1.73e-09,3.88e-10,7.7e-10,2.86e-09,5.52e-10,232.0110336,30.71707258,804.8186084,260.8166611,81317.46748,81059.51987,81470.07292,111.2841468,288.4939382,287.1276449,290.782751,1.124729218,290.9066742,287.5840277,295.5541608,2.932684597,0.261177493,-0.618754552,0.920224176,0.451624187,-0.446453701,-0.808351874,0.116820967,0.249130211,0.000414078,4.55e-05,0.001757341,0.000348473,1764,3
"2250",2250,2274,78,2022-07-05,"La Estrella - Hospital",13.66666667,0.272295548,0.576615201,3.38e-10,4.54e-09,1.6e-09,1.85e-09,8.6e-10,5.55e-10,2.05e-09,3.85e-10,338.944857,16.36684263,1192.369757,422.657704,81222.61963,80969.18556,81371.33476,116.8969832,287.6194444,285.6585562,290.2811409,1.096386742,291.5938969,287.1441982,298.2795696,3.901387194,0.351729619,-0.389673988,1.197476215,0.471996925,-0.462664649,-1.043899229,0.174933119,0.367288544,0.000243569,1.78e-06,0.001916783,0.000464584,1764,2
"2252",2252,2276,78,2022-07-18,"La Estrella - Hospital",13.58333333,0.138362715,0.576615201,2.63e-10,5.66e-09,2.07e-09,1.78e-09,7.46e-10,9.08e-10,3.69e-09,8.36e-10,398.326507,20.45374275,1645.472042,533.4446634,81204.49447,80991.57912,81345.55532,101.4931377,287.7807332,286.4400844,290.4899338,1.007322838,292.0036805,287.7165932,298.3262,3.945767885,0.083590109,-0.620057056,0.946086749,0.460022468,-0.914622334,-1.383527249,-0.434011256,0.255855411,0.000163305,8.82e-08,0.001625889,0.000386904,1764,1
"2253",2253,2277,78,2022-07-19,"La Estrella - Hospital",13.70833333,0.027228224,0.576615201,2.92e-10,4.75e-09,1.74e-09,2.38e-09,1.14e-09,7.86e-10,2.63e-09,6.26e-10,434.6665242,24.13920923,1725.603727,575.9783881,81180.64947,80954.13703,81321.88392,104.9779253,287.0455249,285.0382646,289.7279013,1.402214723,292.5087422,287.1426466,299.4971158,4.545503444,0.107731591,-0.623018688,1.018168145,0.500064281,-0.825228298,-1.079176913,-0.312530411,0.197714516,0.000112634,9.29e-08,0.001100575,0.000276418,1764,2
"2254",2254,2278,78,2022-07-30,"La Estrella - Hospital",16.58333333,0.162517201,0.576615201,3.65e-10,5.04e-09,2e-09,2.37e-09,9.14e-10,9.1e-10,3.53e-09,6.39e-10,408.933781,24.56912562,1776.77394,588.6851656,81162.89393,80962.39965,81301.59225,110.6466326,287.6438416,286.5002289,289.8866854,0.956819253,291.8452539,286.6408884,299.2343253,4.430724034,-0.14584929,-0.936398411,0.617312017,0.437212869,-0.826454892,-1.45008191,0.107697858,0.356022182,0.000181635,4.83e-10,0.001369295,0.000409183,1764,6
"2257",2257,2281,78,2022-08-24,"La Estrella - Hospital",23.66666667,0.187449013,0.526787014,5.68e-10,1.43e-09,5.15e-10,4.46e-09,1.18e-09,7.73e-10,4.45e-10,9.98e-11,456.4539665,20.63963874,1664.713763,591.0994252,81164.10933,80969.33862,81335.2229,103.0833891,286.6760324,285.0777452,288.5184874,0.878713323,291.669798,286.1934227,299.3471964,4.710124817,0.095030372,-0.54209795,1.239508641,0.625284616,-0.827724561,-1.2763445,-0.284892108,0.274063448,0.000133175,2.92e-07,0.000957369,0.000261474,1764,3
"2259",2259,2283,78,2022-08-30,"La Estrella - Hospital",16.95833333,0.084178393,0.526787014,3.75e-10,8.66e-10,2.94e-10,2.43e-09,5.56e-10,6.42e-10,7.46e-10,1.5e-10,449.5820016,22.01148376,1676.335231,600.7144179,81241.01633,80998.94534,81412.47465,128.4054404,287.1781265,285.7134791,288.88492,0.859871313,291.9016353,286.4292644,299.1824414,4.564161958,0.138029752,-0.477822867,0.921170774,0.467713816,-0.755076423,-1.169200176,-0.203068859,0.247910212,0.000154695,1.17e-06,0.001342064,0.000274932,1764,2
