"","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","DEM","dayWeek"
"17542",17888,8,2015-02-10,"OHG",18.0417,0.099667966,0.268510188,6.8e-10,3.74e-09,9.94e-10,3.58e-09,7.57e-09,1.79e-09,6.21e-09,1.16e-09,683.4321252,19.09134975,2085.629858,782.4137308,90001.10368,89870.12405,90105.84427,68.71472357,279.6922752,278.0707947,281.801215,0.981575917,292.5133013,285.9270758,299.0858332,4.638921205,0.534875527,-0.100344448,1.519770219,0.460678074,0.903048468,-0.966263715,2.798455193,1.276669769,0,0,0,541,2
"17544",17890,8,2015-02-11,"OHG",18.8333,0.085555773,0.268510188,6.85e-10,2.36e-09,6.37e-10,2.94e-09,5.55e-09,1.38e-09,9.17e-09,1.7e-09,651.4591338,15.42881161,2005.035629,775.4044898,90034.25673,89931.0079,90131.83786,64.990493,280.5786761,279.0883802,282.205545,0.722720199,294.8575179,288.0108131,301.4844583,4.584459554,0.52137589,-0.332532558,1.401131653,0.628147948,0.87952087,-0.697536542,2.847408057,1.354067338,0,0,0,541,3
"17545",17891,8,2015-02-12,"OHG",22.125,0.071473771,0.268510188,6.27e-10,4.03e-09,1.04e-09,2.26e-09,6.76e-09,1.58e-09,6.45e-09,1.13e-09,599.990263,16.64526791,1794.534924,694.1364863,90009.89096,89790.9431,90136.71633,103.3798109,280.7120317,279.2373057,282.6536063,0.932759531,295.7123722,289.0048022,303.7324096,5.242725794,0.656494478,-0.186982287,1.844607876,0.729600105,0.752701523,-1.304234687,2.322504167,1.295999662,0,0,0,541,4
"17547",17893,8,2015-02-13,"OHG",24.9583,0.079965834,0.268510188,8.06e-10,3.98e-09,1.01e-09,3.69e-09,4.71e-09,1.11e-09,1.49e-08,2.39e-09,490.9960891,15.35234707,1516.771716,585.2578114,89721.36027,89622.63311,89844.05901,58.99176871,279.4613341,276.761979,281.8600614,1.528409748,296.3711155,288.3969606,303.9549712,5.317753442,0.398388131,-0.289766863,1.308873762,0.523824408,0.719924459,-1.496759265,3.057479921,1.601688818,0,0,0,541,5
"17548",17894,8,2015-02-13,"OHG",24.9583,0.079965834,0.268510188,8.06e-10,3.98e-09,1.01e-09,3.69e-09,4.71e-09,1.11e-09,1.49e-08,2.39e-09,490.9960891,15.35234707,1516.771716,585.2578114,89721.36027,89622.63311,89844.05901,58.99176871,279.4613341,276.761979,281.8600614,1.528409748,296.3711155,288.3969606,303.9549712,5.317753442,0.398388131,-0.289766863,1.308873762,0.523824408,0.719924459,-1.496759265,3.057479921,1.601688818,0,0,0,541,5
"17549",17895,8,2015-02-14,"OHG",31.5417,0.135568251,0.268510188,8.85e-10,1.24e-08,3.1e-09,4.38e-09,5.75e-09,1.24e-09,1.4e-08,2.86e-09,484.4621613,15.94563562,1488.075867,567.7155283,89795.91449,89626.75861,89940.11073,116.5917972,280.9013395,278.7002844,284.0242934,1.535773597,294.3137276,287.9787882,300.2286781,4.194984575,0.341971144,-0.431766777,1.252500317,0.504136375,0.956296964,-1.052379128,3.120241293,1.568838971,0,0,0,541,6
"17550",17896,8,2015-02-14,"OHG",31.5417,0.135568251,0.268510188,8.85e-10,1.24e-08,3.1e-09,4.38e-09,5.75e-09,1.24e-09,1.4e-08,2.86e-09,484.4621613,15.94563562,1488.075867,567.7155283,89795.91449,89626.75861,89940.11073,116.5917972,280.9013395,278.7002844,284.0242934,1.535773597,294.3137276,287.9787882,300.2286781,4.194984575,0.341971144,-0.431766777,1.252500317,0.504136375,0.956296964,-1.052379128,3.120241293,1.568838971,0,0,0,541,6
"17551",17897,8,2015-02-15,"OHG",26.5833,0.137766933,0.268510188,1.06e-09,7.15e-09,1.93e-09,6.14e-09,7.64e-09,2.57e-09,1.89e-08,4.84e-09,487.4034311,16.36157421,1431.438827,547.1851357,89831.81844,89666.08244,89960.30708,86.43962798,282.727817,280.9285558,284.5216037,1.109952607,292.8950957,286.2624224,300.6902442,5.058577953,0.517224335,-0.144593552,1.339388823,0.453794356,1.10588861,-0.844068379,3.16234773,1.457338295,0,0,0,541,7
"17552",17898,8,2015-02-15,"OHG",26.5833,0.137766933,0.268510188,1.06e-09,7.15e-09,1.93e-09,6.14e-09,7.64e-09,2.57e-09,1.89e-08,4.84e-09,487.4034311,16.36157421,1431.438827,547.1851357,89831.81844,89666.08244,89960.30708,86.43962798,282.727817,280.9285558,284.5216037,1.109952607,292.8950957,286.2624224,300.6902442,5.058577953,0.517224335,-0.144593552,1.339388823,0.453794356,1.10588861,-0.844068379,3.16234773,1.457338295,0,0,0,541,7
"17553",17899,8,2015-02-16,"OHG",33.0834,0.104212143,0.268510188,1.06e-09,3.88e-09,1.11e-09,9.11e-09,7.26e-09,1.78e-09,6.96e-09,1.68e-09,473.2333598,23.65206116,1387.707393,525.9149927,89840.89555,89741.57098,89937.9063,58.61738451,283.1390844,281.6470479,284.7868604,0.99643616,292.7589329,286.6315391,300.2479937,4.789673719,0.594755648,-0.341959401,1.507490474,0.534580575,1.012303411,-1.303390991,2.957051307,1.472606502,0,0,0,541,1
"17556",17902,8,2015-02-17,"OHG",26.3333,0.110965226,0.268510188,9.09e-10,2.95e-09,8.52e-10,5.32e-09,5.96e-09,1.27e-09,1.13e-08,2.29e-09,489.0546408,16.00502627,1523.6275,564.6759948,89744.6962,89635.40529,89883.72518,65.07145445,282.79887,279.7029185,285.9346883,1.575397669,293.3512739,287.0927291,301.594623,4.980486031,0.421694095,-0.281944701,1.029464004,0.387106811,1.066799718,-0.99242717,3.381640518,1.528981357,-1.69e-21,-1.69e-21,-1.69e-21,541,2
"17558",17904,8,2015-02-18,"OHG",26.4583,0.090159,0.268510188,1.18e-09,1.35e-09,4.03e-10,8.57e-09,6.43e-09,1.14e-09,2.16e-08,3.84e-09,659.1062089,20.48444381,2065.700854,746.4769244,89757.39169,89679.99998,89834.5975,46.70814165,280.81872,277.5635377,283.2294983,1.675657854,291.2446223,286.579577,297.6812301,3.738961946,0.34486593,-0.118218168,1.087777154,0.273597923,1.300697815,-0.590278032,3.48125037,1.337751125,3.39e-21,3.39e-21,3.39e-21,541,3
"17559",17905,8,2015-02-19,"OHG",36.8334,0.1729542,0.268510188,1.1e-09,1.11e-09,3.89e-10,1.18e-08,6.49e-09,1.14e-09,1.84e-08,2.92e-09,687.4156579,20.85874836,2197.895641,802.593911,89776.68395,89694.32487,89818.66678,35.93204175,277.1911776,274.9767652,279.5422812,1.351453802,289.8285064,283.9903036,295.7766906,3.811188188,-0.181444577,-1.598299201,0.505667286,0.489110088,0.931151958,-0.997191902,3.175761824,1.36313275,0,0,0,541,4
"17560",17906,8,2015-02-19,"OHG",36.8334,0.1729542,0.268510188,1.1e-09,1.11e-09,3.89e-10,1.18e-08,6.49e-09,1.14e-09,1.84e-08,2.92e-09,687.4156579,20.85874836,2197.895641,802.593911,89776.68395,89694.32487,89818.66678,35.93204175,277.1911776,274.9767652,279.5422812,1.351453802,289.8285064,283.9903036,295.7766906,3.811188188,-0.181444577,-1.598299201,0.505667286,0.489110088,0.931151958,-0.997191902,3.175761824,1.36313275,0,0,0,541,4
"17562",17908,8,2015-02-21,"OHG",22,0.18292684,0.268510188,8.36e-10,3.66e-09,9.58e-10,4.62e-09,1.16e-08,5.04e-09,1.05e-08,2.35e-09,632.2927852,24.31563814,1915.424266,729.8041304,89941.05618,89799.90548,90059.5469,88.26466952,281.6294257,278.6803115,284.4238705,1.635315787,289.8411859,284.2389979,296.6462941,4.535935664,0.142021742,-0.431708235,1.06939047,0.367924671,0.897597005,-1.031528593,2.473975378,1.110277519,0.000136646,0.000136646,0.000136646,541,6
"17565",17911,8,2015-02-23,"OHG",22.4091,0.076795446,0.268510188,7.35e-10,2.91e-09,7.63e-10,2.95e-09,8.15e-09,3.04e-09,4.59e-09,9.67e-10,413.6444042,16.62973971,1283.687548,476.8245535,89891.60982,89752.07487,90065.13157,91.01913645,283.7126011,281.1048813,286.2085803,1.501603961,292.6684072,287.0915483,299.5510965,4.339087274,0.425557183,-0.155672055,1.191603023,0.429839471,0.987769925,-0.755360541,2.927434629,1.381642125,0,0,0,541,1
"17566",17912,8,2015-02-23,"OHG",22.4091,0.076795446,0.268510188,7.35e-10,2.91e-09,7.63e-10,2.95e-09,8.15e-09,3.04e-09,4.59e-09,9.67e-10,413.6444042,16.62973971,1283.687548,476.8245535,89891.60982,89752.07487,90065.13157,91.01913645,283.7126011,281.1048813,286.2085803,1.501603961,292.6684072,287.0915483,299.5510965,4.339087274,0.425557183,-0.155672055,1.191603023,0.429839471,0.987769925,-0.755360541,2.927434629,1.381642125,0,0,0,541,1
"17567",17913,8,2015-02-25,"OHG",27.9583,0.104259146,0.268510188,8.71e-10,3.34e-09,8.24e-10,4.26e-09,7.46e-09,5.76e-09,8.08e-09,1.81e-09,449.6799252,23.6355488,1298.205196,477.5930687,89664.9776,89538.12611,89841.59856,86.28878996,283.7272354,282.4530078,284.9618437,0.64755,290.0769348,285.7122666,296.8418671,4.264809071,0.423711523,-0.120960657,0.945578007,0.327304161,1.204219063,-0.28445059,2.692576958,1.01269171,1.93e-05,1.93e-05,1.93e-05,541,3
"17568",17914,8,2015-02-25,"OHG",27.9583,0.104259146,0.268510188,8.71e-10,3.34e-09,8.24e-10,4.26e-09,7.46e-09,5.76e-09,8.08e-09,1.81e-09,449.6799252,23.6355488,1298.205196,477.5930687,89664.9776,89538.12611,89841.59856,86.28878996,283.7272354,282.4530078,284.9618437,0.64755,290.0769348,285.7122666,296.8418671,4.264809071,0.423711523,-0.120960657,0.945578007,0.327304161,1.204219063,-0.28445059,2.692576958,1.01269171,1.93e-05,1.93e-05,1.93e-05,541,3
"17570",17916,8,2015-02-26,"OHG",21.4583,0.188870789,0.268510188,8.7e-10,2.45e-10,6.37e-11,2.09e-09,7.26e-09,4.43e-09,4.56e-09,1.01e-09,438.9957696,27.24913085,1166.974684,464.5825816,89600.72137,89464.97031,89728.83804,82.82243313,283.6921006,282.3344148,285.2718321,0.822037269,289.8571277,285.7120008,295.0692539,3.159679808,0.396906393,-0.517614163,1.574686,0.607306022,1.22773287,-0.397303583,2.785678855,1.023868366,0,0,0,541,4
"17574",17920,8,2015-02-28,"OHG",12.7917,0.282322308,0.268510188,6.45e-10,3.86e-09,9.47e-10,1.22e-09,8.23e-09,3.86e-09,4.68e-09,7.76e-10,487.8330395,41.58185433,1480.577865,515.9339647,89928.91729,89817.6283,90031.89499,65.12281126,283.961092,282.7204743,285.3844293,0.760864263,289.9198146,286.2114755,294.6671564,3.051872741,0.215803499,-0.542424709,0.662722855,0.294043988,1.222916472,0.256504064,2.152590417,0.613150182,5.03e-07,5.03e-07,5.03e-07,541,6
"17575",17921,8,2015-03-01,"OHG",12.5417,0.071018865,0.22691754,4.3e-10,3.1e-09,7.91e-10,1.1e-09,1.01e-08,3.84e-09,3.2e-09,5.42e-10,563.3792221,26.09531964,1669.591383,612.9548371,90011.76704,89859.0597,90088.46355,71.21953695,282.9818377,281.2820666,285.1021959,1.239402078,290.7005978,284.5783206,298.4418924,5.058201412,0.278093861,-0.096139636,1.102830069,0.321130216,0.978708144,-0.601871842,2.240090439,0.998109165,2.62e-05,2.62e-05,2.62e-05,541,7
"17576",17922,8,2015-03-01,"OHG",12.5417,0.071018865,0.22691754,4.3e-10,3.1e-09,7.91e-10,1.1e-09,1.01e-08,3.84e-09,3.2e-09,5.42e-10,563.3792221,26.09531964,1669.591383,612.9548371,90011.76704,89859.0597,90088.46355,71.21953695,282.9818377,281.2820666,285.1021959,1.239402078,290.7005978,284.5783206,298.4418924,5.058201412,0.278093861,-0.096139636,1.102830069,0.321130216,0.978708144,-0.601871842,2.240090439,0.998109165,2.62e-05,2.62e-05,2.62e-05,541,7
"17577",17923,8,2015-03-02,"OHG",14.2609,0.121904871,0.22691754,7.15e-10,1.2e-09,3.45e-10,1.32e-09,7.07e-09,2.73e-09,3.53e-09,5.62e-10,505.2905808,30.78104685,1747.554678,591.8963596,89809.85685,89660.72435,89907.64623,75.6288101,283.2466013,280.9202483,285.323497,1.35462215,291.1308641,285.593012,297.2772672,3.880438096,0.103049452,-0.776754159,1.166243986,0.446005088,1.202773217,-0.118484488,3.493219922,1.083902998,0,0,0,541,1
"17578",17924,8,2015-03-02,"OHG",14.2609,0.121904871,0.22691754,7.15e-10,1.2e-09,3.45e-10,1.32e-09,7.07e-09,2.73e-09,3.53e-09,5.62e-10,505.2905808,30.78104685,1747.554678,591.8963596,89809.85685,89660.72435,89907.64623,75.6288101,283.2466013,280.9202483,285.323497,1.35462215,291.1308641,285.593012,297.2772672,3.880438096,0.103049452,-0.776754159,1.166243986,0.446005088,1.202773217,-0.118484488,3.493219922,1.083902998,0,0,0,541,1
"17579",17925,8,2015-03-03,"OHG",20.6667,0.093873049,0.22691754,6.79e-10,1.28e-09,3.78e-10,1.73e-09,8.02e-09,3.02e-09,4.53e-09,7.66e-10,480.0988,18.15441195,1587.174651,561.1608589,89814.75507,89724.20756,89938.26238,54.87628475,281.7717331,279.5711123,284.7090728,1.707273486,290.8357308,284.6788302,298.1540574,4.913964226,0.350048414,-0.136587444,1.228597477,0.34142185,0.993862761,-0.727215739,2.909304596,1.288470536,0,0,0,541,2
"17580",17926,8,2015-03-03,"OHG",20.6667,0.093873049,0.22691754,6.79e-10,1.28e-09,3.78e-10,1.73e-09,8.02e-09,3.02e-09,4.53e-09,7.66e-10,480.0988,18.15441195,1587.174651,561.1608589,89814.75507,89724.20756,89938.26238,54.87628475,281.7717331,279.5711123,284.7090728,1.707273486,290.8357308,284.6788302,298.1540574,4.913964226,0.350048414,-0.136587444,1.228597477,0.34142185,0.993862761,-0.727215739,2.909304596,1.288470536,0,0,0,541,2
"17583",17929,8,2015-03-05,"OHG",20.1667,0.051866418,0.22691754,7.83e-10,2.15e-09,6.03e-10,2.4e-09,7.07e-09,2.35e-09,9.76e-09,1.87e-09,383.3197519,19.42562205,1199.710648,440.9054816,89768.71508,89650.57585,89915.94064,77.99523866,282.1200961,279.1085933,285.8187827,1.940847859,292.1038386,285.5750121,300.4227447,5.253055918,0.545340705,-0.021573509,1.450226749,0.442701028,0.925223779,-0.957480914,2.662925323,1.259082449,0,0,0,541,4
"17586",17932,8,2015-03-06,"OHG",11.5217,0.075900655,0.22691754,8.18e-10,3.67e-09,1.03e-09,2.41e-09,5.79e-09,1.57e-09,9.45e-09,1.71e-09,373.249477,13.68637525,1166.459673,442.2630646,89726.72863,89611.46311,89821.08917,65.56806648,282.6357905,279.9477536,284.5392845,1.546841794,292.3475216,286.1892798,298.9147677,4.323626103,0.317943606,-0.261582772,1.269267703,0.499803995,1.067611828,-0.70774983,3.229681928,1.383128699,0,0,0,541,5
"17589",17935,8,2015-03-08,"OHG",1.20833,0.082599675,0.22691754,8.22e-10,3.42e-09,9.97e-10,2.72e-09,5.02e-09,1.26e-09,9.55e-09,1.92e-09,374.5564559,18.45903368,1164.594886,428.9715323,89657.90199,89522.43247,89810.87874,85.41587585,284.2557864,282.5599589,286.4460151,1.133135867,292.6028862,286.7774326,300.8787871,5.000113137,0.520671083,-0.006821092,1.520198133,0.474172639,1.114361376,-0.344694254,2.646121322,1.02408998,0,0,0,541,7
"17590",17936,8,2015-03-08,"OHG",1.20833,0.082599675,0.22691754,8.22e-10,3.42e-09,9.97e-10,2.72e-09,5.02e-09,1.26e-09,9.55e-09,1.92e-09,374.5564559,18.45903368,1164.594886,428.9715323,89657.90199,89522.43247,89810.87874,85.41587585,284.2557864,282.5599589,286.4460151,1.133135867,292.6028862,286.7774326,300.8787871,5.000113137,0.520671083,-0.006821092,1.520198133,0.474172639,1.114361376,-0.344694254,2.646121322,1.02408998,0,0,0,541,7
"17591",17937,8,2015-03-09,"OHG",7.52174,0.034741046,0.22691754,7.28e-10,6.14e-09,1.6e-09,1.85e-09,5.6e-09,1.25e-09,1.25e-08,2.18e-09,369.0259009,13.80085196,1163.802543,442.3216309,89550.8785,89405.01816,89652.77326,70.4636053,283.563548,281.5948602,286.195015,1.450741168,294.6426178,288.8524568,302.8841995,4.957511663,0.386973926,-0.182428595,1.373217384,0.542536785,0.869513062,-0.73579313,2.608281653,1.301676748,0,0,0,541,1
"17592",17938,8,2015-03-09,"OHG",7.52174,0.034741046,0.22691754,7.28e-10,6.14e-09,1.6e-09,1.85e-09,5.6e-09,1.25e-09,1.25e-08,2.18e-09,369.0259009,13.80085196,1163.802543,442.3216309,89550.8785,89405.01816,89652.77326,70.4636053,283.563548,281.5948602,286.195015,1.450741168,294.6426178,288.8524568,302.8841995,4.957511663,0.386973926,-0.182428595,1.373217384,0.542536785,0.869513062,-0.73579313,2.608281653,1.301676748,0,0,0,541,1
"17593",17939,8,2015-03-10,"OHG",29.375,0.063182775,0.22691754,8.66e-10,6.83e-09,1.83e-09,3.08e-09,6.24e-09,1.49e-09,1.17e-08,2.62e-09,362.2069167,14.61732971,1215.299689,448.2539011,89521.7081,89430.82664,89636.09901,48.8274743,283.1502634,280.6257359,286.844026,1.519096528,295.3447903,288.5822984,303.6023643,5.343737385,0.468309255,-0.126507482,1.175675811,0.432484434,0.739452582,-0.99318465,2.767171837,1.377922329,0,0,0,541,2
"17594",17940,8,2015-03-10,"OHG",29.375,0.063182775,0.22691754,8.66e-10,6.83e-09,1.83e-09,3.08e-09,6.24e-09,1.49e-09,1.17e-08,2.62e-09,362.2069167,14.61732971,1215.299689,448.2539011,89521.7081,89430.82664,89636.09901,48.8274743,283.1502634,280.6257359,286.844026,1.519096528,295.3447903,288.5822984,303.6023643,5.343737385,0.468309255,-0.126507482,1.175675811,0.432484434,0.739452582,-0.99318465,2.767171837,1.377922329,0,0,0,541,2
"17596",17942,8,2015-03-11,"OHG",32.8334,0.048807296,0.22691754,1.02e-09,2.76e-09,8.01e-10,4.85e-09,6.08e-09,1.46e-09,1.31e-08,2.63e-09,342.5081874,14.11428426,1100.236858,417.5024904,89499.39734,89372.78402,89576.32212,58.11357334,283.9489894,281.0155206,286.8994809,1.680292828,295.5048186,289.7137013,302.6490493,4.505246902,0.363406244,-0.204311755,1.115631451,0.4678047,0.843253971,-0.787128118,3.033499817,1.415460868,0,0,0,541,3
"17597",17943,8,2015-03-12,"OHG",49.7917,0.14740408,0.22691754,1.16e-09,2.37e-09,6.54e-10,4.66e-09,7.3e-09,2.18e-09,1.3e-08,3.45e-09,429.1467788,14.60509733,1364.966306,513.4643288,89629.97234,89494.31555,89713.13118,60.25819917,284.2786601,281.8650337,286.345183,1.142517533,294.2404167,289.0850385,301.4403771,4.42306242,0.525394166,-0.123230726,1.56093595,0.537120544,1.075016081,-0.543080249,2.868911778,1.245575807,0,0,0,541,4
"17598",17944,8,2015-03-12,"OHG",49.7917,0.14740408,0.22691754,1.16e-09,2.37e-09,6.54e-10,4.66e-09,7.3e-09,2.18e-09,1.3e-08,3.45e-09,429.1467788,14.60509733,1364.966306,513.4643288,89629.97234,89494.31555,89713.13118,60.25819917,284.2786601,281.8650337,286.345183,1.142517533,294.2404167,289.0850385,301.4403771,4.42306242,0.525394166,-0.123230726,1.56093595,0.537120544,1.075016081,-0.543080249,2.868911778,1.245575807,0,0,0,541,4
"17599",17945,8,2015-03-13,"OHG",41.2501,0.101065455,0.22691754,1.05e-09,6.21e-09,1.7e-09,5.54e-09,6.36e-09,1.63e-09,1.26e-08,2.48e-09,460.0477384,14.8981051,1495.893371,554.5332421,89650.04065,89506.56891,89752.98989,83.73288964,280.1480757,277.261951,282.5793998,1.497906061,292.8701265,287.7099023,299.2142544,4.116856988,0.515184148,-0.197611508,1.465928123,0.466446851,1.148638292,-0.365439814,2.801568202,1.154478002,0,0,0,541,5
"17600",17946,8,2015-03-13,"OHG",41.2501,0.101065455,0.22691754,1.05e-09,6.21e-09,1.7e-09,5.54e-09,6.36e-09,1.63e-09,1.26e-08,2.48e-09,460.0477384,14.8981051,1495.893371,554.5332421,89650.04065,89506.56891,89752.98989,83.73288964,280.1480757,277.261951,282.5793998,1.497906061,292.8701265,287.7099023,299.2142544,4.116856988,0.515184148,-0.197611508,1.465928123,0.466446851,1.148638292,-0.365439814,2.801568202,1.154478002,0,0,0,541,5
"17601",17947,8,2015-03-14,"OHG",29.8333,0.064108749,0.22691754,9.25e-10,3.36e-09,9.85e-10,4.12e-09,5.99e-09,1.16e-09,9.92e-09,1.68e-09,454.1850904,16.00797462,1508.234638,564.6976853,89756.30376,89664.36745,89843.5781,49.61838991,278.0690065,276.2781741,280.48055,1.126225058,293.1588112,286.6291498,299.769077,4.500813329,0.530553599,-0.175422516,1.596741167,0.501679897,0.802998194,-0.844066324,2.652611808,1.270006998,0,0,0,541,6
"17605",17951,8,2015-03-16,"OHG",35.0001,0.087823171,0.22691754,9.5e-10,5.29e-09,1.59e-09,3.31e-09,5.9e-09,1.15e-09,7.78e-09,1.5e-09,382.7872907,15.32060004,1300.311429,485.660191,89773.01654,89624.88856,89930.63524,116.3006836,277.6095177,273.1882575,281.470996,2.316800224,293.5982719,286.6449104,301.7591062,5.061790897,0.334773471,-0.287722887,1.353012222,0.579336617,0.697143131,-1.107699458,2.820565146,1.481133102,0,0,0,541,1
"17607",17953,8,2015-03-17,"OHG",27.375,0.089078925,0.22691754,9.42e-10,5.28e-09,1.59e-09,3.09e-09,7.09e-09,1.79e-09,8.59e-09,2.1e-09,375.9062676,13.98639786,1225.067792,457.768027,89921.50265,89748.68253,90033.05291,75.58585825,280.1737547,278.3686587,283.3423905,1.314149988,293.6983758,287.1181251,301.820643,5.174038522,0.550921697,-0.374033427,1.5495452,0.556913261,0.90995923,-1.199956517,2.601617939,1.159278222,0,0,0,541,2
"17608",17954,8,2015-03-17,"OHG",27.375,0.089078925,0.22691754,9.42e-10,5.28e-09,1.59e-09,3.09e-09,7.09e-09,1.79e-09,8.59e-09,2.1e-09,375.9062676,13.98639786,1225.067792,457.768027,89921.50265,89748.68253,90033.05291,75.58585825,280.1737547,278.3686587,283.3423905,1.314149988,293.6983758,287.1181251,301.820643,5.174038522,0.550921697,-0.374033427,1.5495452,0.556913261,0.90995923,-1.199956517,2.601617939,1.159278222,0,0,0,541,2
"17610",17956,8,2015-03-18,"OHG",26.625,0.072165071,0.22691754,9.46e-10,4.88e-09,1.48e-09,3.55e-09,6.06e-09,1.32e-09,6.43e-09,1.28e-09,364.711369,13.84544816,1212.195939,454.2412031,89833.39249,89728.24836,89985.09049,89.18531457,281.0915421,279.1367835,283.9017685,1.272614863,294.0355988,288.1617525,301.6551671,4.545045045,0.395067851,-0.320321538,1.393516335,0.627536464,0.714576998,-0.536045718,2.413216399,1.146440925,0,0,0,541,3
"17611",17957,8,2015-03-19,"OHG",23.875,0.094896593,0.22691754,8.8e-10,4e-09,1.17e-09,2.84e-09,6.27e-09,1.57e-09,4.24e-09,1.06e-09,390.7346021,14.82504886,1287.543744,488.7644698,89940.12474,89772.30801,90075.21244,77.61961851,281.8187543,280.1848131,284.1714943,1.263252018,293.4515613,287.3014604,300.9580009,5.055989904,0.457124215,-0.684495135,1.673548397,0.697942312,0.801667387,-1.113007251,2.615876941,1.191177611,0,0,0,541,4
"17614",17960,8,2015-03-20,"OHG",23.9131,0.047185576,0.22691754,9.07e-10,3.29e-09,9.5e-10,2.9e-09,6.73e-09,1.42e-09,6.11e-09,1.4e-09,549.2522099,18.26691076,2019.667331,753.0585579,90034.84315,89893.69789,90142.58142,76.69375473,279.5905587,275.9345489,284.1808478,2.463542717,295.535829,287.4843857,305.1788135,6.339086839,0.8176382,-0.154532009,2.726011129,1.001371747,-0.038537562,-1.583373515,2.059056179,1.331791564,0,0,0,541,5
"17615",17961,8,2015-03-22,"OHG",19.4167,0.124231607,0.22691754,1.61e-09,1.05e-08,2.62e-09,5.5e-09,9.05e-09,5.72e-09,3.77e-08,1.07e-08,380.9677482,17.46749997,1201.496118,450.2415693,89925.61737,89818.77805,90096.41153,79.70948173,283.2464959,279.4515938,286.8283841,2.198762797,291.4166225,286.7521554,297.2884098,3.834138936,0.485380904,-0.123633521,1.048583038,0.390429293,0.721339135,-1.030506692,2.74200511,1.367156946,-1.36e-20,-1.36e-20,-1.36e-20,541,7
"17617",17963,8,2015-03-27,"OHG",19.2083,0.110535108,0.22691754,6.51e-10,1.63e-09,5.32e-10,1.43e-09,7.56e-09,3.04e-09,8.11e-10,2.11e-10,450.1729249,16.85888979,1554.752713,588.5826876,90109.61839,90017.88028,90234.10043,66.25996387,278.8840303,276.2746154,281.9009544,1.472836386,289.6309035,282.5578184,296.9594614,5.23836655,0.351236401,-0.287148789,1.337939801,0.557120973,0.214417798,-1.346799475,2.149040535,1.1950597,-6.78e-21,-6.78e-21,-6.78e-21,541,5
"17618",17964,8,2015-03-27,"OHG",19.2083,0.110535108,0.22691754,6.51e-10,1.63e-09,5.32e-10,1.43e-09,7.56e-09,3.04e-09,8.11e-10,2.11e-10,450.1729249,16.85888979,1554.752713,588.5826876,90109.61839,90017.88028,90234.10043,66.25996387,278.8840303,276.2746154,281.9009544,1.472836386,289.6309035,282.5578184,296.9594614,5.23836655,0.351236401,-0.287148789,1.337939801,0.557120973,0.214417798,-1.346799475,2.149040535,1.1950597,-6.78e-21,-6.78e-21,-6.78e-21,541,5
"17619",17965,8,2015-03-28,"OHG",26.4167,0.136146422,0.22691754,7.93e-10,1.91e-09,6.66e-10,1.93e-09,5.85e-09,1.73e-09,4.69e-09,7.57e-10,414.5771569,14.84087483,1465.882733,545.2760982,90276.17669,90160.14275,90360.25779,60.5506503,279.6530426,275.8839625,283.1278513,1.861866681,291.2765241,285.2997714,297.8714526,4.591958198,0.221761899,-0.278240649,1.103335639,0.483646669,0.370992165,-1.037879418,2.071768214,1.206602951,0,0,0,541,6
"17620",17966,8,2015-03-28,"OHG",26.4167,0.136146422,0.22691754,7.93e-10,1.91e-09,6.66e-10,1.93e-09,5.85e-09,1.73e-09,4.69e-09,7.57e-10,414.5771569,14.84087483,1465.882733,545.2760982,90276.17669,90160.14275,90360.25779,60.5506503,279.6530426,275.8839625,283.1278513,1.861866681,291.2765241,285.2997714,297.8714526,4.591958198,0.221761899,-0.278240649,1.103335639,0.483646669,0.370992165,-1.037879418,2.071768214,1.206602951,0,0,0,541,6
"17621",17967,8,2015-03-29,"OHG",22.7083,0.161383757,0.22691754,9.96e-10,1.5e-09,5.52e-10,2.41e-09,6.83e-09,2.08e-09,5.94e-09,1.14e-09,373.8194499,17.70830805,1316.825442,480.0004629,90189.40535,89929.92878,90360.08075,136.0705627,281.3706349,279.0248264,283.9421811,1.361281643,291.1239359,285.6958981,297.7400827,4.300703789,0.35376573,-0.292477184,1.122398044,0.468994819,0.666497965,-0.745567176,2.385580203,1.136874173,0,0,0,541,7
"17622",17968,8,2015-03-29,"OHG",22.7083,0.161383757,0.22691754,9.96e-10,1.5e-09,5.52e-10,2.41e-09,6.83e-09,2.08e-09,5.94e-09,1.14e-09,373.8194499,17.70830805,1316.825442,480.0004629,90189.40535,89929.92878,90360.08075,136.0705627,281.3706349,279.0248264,283.9421811,1.361281643,291.1239359,285.6958981,297.7400827,4.300703789,0.35376573,-0.292477184,1.122398044,0.468994819,0.666497965,-0.745567176,2.385580203,1.136874173,0,0,0,541,7
