"","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","DEM","dayWeek"
"73",74,1,2015-03-28,"BSQ",22.9167,0.099815971,0.186870546,7.91e-10,1.87e-09,6.55e-10,1.93e-09,5.39e-09,1.69e-09,4.71e-09,7.62e-10,407.7388208,14.70642035,1457.339148,543.1765585,90846.63295,90730.98616,90932.29654,60.22374075,279.9868845,276.1778693,283.7041417,1.849823871,291.4930362,285.0917484,298.1259031,4.719514086,0.180706074,-0.241759986,0.950962706,0.403554417,0.361262459,-1.094587909,2.079435124,1.239826974,0,0,0,580,6
"74",75,1,2015-03-29,"BSQ",27.375,0.154617939,0.186870546,1e-09,1.53e-09,5.61e-10,2.52e-09,6.23e-09,2.02e-09,6.02e-09,1.15e-09,370.2381841,17.29047814,1309.945421,476.5924225,90759.64504,90494.86555,90929.86518,138.159909,281.5260671,279.3823155,284.0352064,1.261992741,291.3334707,285.7264359,297.9807218,4.359727261,0.38620908,-0.17426386,1.029479594,0.377745941,0.6812392,-0.73391155,2.398211609,1.136301082,0,0,0,580,7
"75",76,1,2015-03-30,"BSQ",17.4583,0.106592045,0.186870546,9.11e-10,1.4e-09,4.5e-10,2.78e-09,7.05e-09,1.78e-09,1.15e-08,1.98e-09,443.8341756,21.54182914,1499.34655,559.4171874,90630.0578,90513.53804,90768.50379,77.00981751,281.7388393,280.7211441,283.7159504,0.729515006,290.1193373,286.2042297,294.2751422,2.816435963,0.108585311,-0.225527172,0.935591447,0.284296603,0.702736232,-0.720106569,2.256447026,0.992352535,-1.36e-20,-1.36e-20,-1.36e-20,580,1
"76",77,1,2015-03-31,"BSQ",20.4583,0.057786818,0.186870546,8.4e-10,1.57e-09,4.55e-10,2.71e-09,7.62e-09,1.99e-09,1.09e-08,1.86e-09,335.7665282,16.24824874,1210.926429,443.321113,90738.15243,90517.02617,90942.38999,147.582779,277.3682496,273.1608156,282.2218485,2.842188527,289.3735359,280.7125212,298.2154535,6.10715575,0.509102235,-0.068993636,1.128726759,0.417303644,0.073879771,-1.515075617,1.656321588,1.229140022,0,0,0,580,2
"78",79,1,2015-04-02,"BSQ",29.0417,0.052867241,0.18802078,1.03e-09,1.48e-09,4.54e-10,3.06e-09,7.52e-09,2.11e-09,6.11e-09,1.16e-09,302.2028084,15.1834176,1083.951183,397.2867006,90529.64187,90448.77362,90601.35866,50.02729081,277.9374205,273.9280116,281.9624097,2.132572768,290.9563144,284.2612445,297.3961188,4.663675156,0.37757194,-0.069966596,0.875785319,0.304943097,0.535652807,-1.322953911,2.334103055,1.297750058,0,0,0,580,4
"79",80,1,2015-04-03,"BSQ",19.2917,0.114396318,0.18802078,9.31e-10,2.34e-09,6.38e-10,3.31e-09,6.46e-09,1.49e-09,5.72e-09,1.34e-09,340.2706214,16.95863602,1161.90392,429.4348108,90479.31557,90357.69516,90549.2008,56.6747799,279.9502562,276.1962235,284.5891296,2.061798312,289.8103761,283.668648,296.4213577,4.49762328,0.3667694,-0.019960592,0.826198538,0.261195471,0.641491059,-0.9315033,2.48805359,1.29240608,0,0,0,580,5
"80",81,1,2015-04-04,"BSQ",16.2083,0.065823099,0.18802078,7.83e-10,2.57e-09,6.98e-10,1.92e-09,6.01e-09,1.21e-09,3.83e-09,8.9e-10,378.2237831,26.71709547,1285.546748,475.1149043,90316.33483,90180.17787,90514.7909,101.3979687,281.5949098,279.4035714,284.5798861,1.848515349,289.5500256,284.4024193,296.3968847,4.465784677,0.440246197,-0.192751017,0.965991993,0.363000126,0.602767793,-1.027621145,2.180214165,1.103692063,0,0,0,580,6
"81",82,1,2015-04-05,"BSQ",21.7083,0.078516379,0.18802078,9.26e-10,3.59e-09,1.03e-09,2.19e-09,6.4e-09,1.48e-09,3.87e-09,8.03e-10,400.2734577,16.45012403,1529.555739,560.548157,90365.27273,90317.871,90431.70702,33.16837991,278.6300411,274.111458,282.7186505,2.830159708,290.5641343,282.2862323,299.7028967,6.273188363,0.348292756,-0.040365141,0.951785123,0.328194224,0.218452579,-1.328133054,2.037371251,1.30486639,0,0,0,580,7
"82",83,1,2015-04-06,"BSQ",20,0.084396318,0.18802078,1.01e-09,2.9e-09,8.29e-10,2.18e-09,8.24e-09,2.61e-09,2.93e-09,6.98e-10,277.204321,21.39715309,982.6366003,353.8240147,90253.07841,90135.51066,90368.94569,74.29363759,277.9080822,271.4929967,283.8135511,3.729655123,290.288912,283.3414584,298.0164586,5.130051524,0.254957746,-0.151423769,0.765781622,0.299336449,0.371453719,-1.417339224,2.660261571,1.42356289,2.93e-08,2.93e-08,2.93e-08,580,1
"83",84,1,2015-04-07,"BSQ",18.6667,0.156486868,0.18802078,1.23e-09,3.95e-09,1.13e-09,2.63e-09,1.08e-08,4.46e-09,4e-09,9.19e-10,458.8521935,35.93039853,1336.334099,489.9163958,90415.47736,90271.88487,90570.60406,90.5225018,282.4641672,281.0592396,283.6950703,0.758578906,288.8194717,285.3390149,294.6283078,3.220243422,0.295992752,-0.45962515,1.16583806,0.369804377,1.054495598,-1.240072274,2.125929171,0.767209698,5.84e-08,5.84e-08,5.84e-08,580,2
"84",85,1,2015-04-08,"BSQ",30.0417,0.103670628,0.18802078,9e-10,2.74e-09,8.12e-10,1.9e-09,7.06e-09,3.32e-09,2e-09,5.21e-10,353.7834903,16.76145749,1234.585053,461.1321464,90344.95068,90205.51315,90457.11401,69.88316694,279.5371078,274.9801021,283.2080442,2.390340681,289.0601052,282.7602832,296.1188742,4.671176752,0.464455445,-0.151381811,1.237485411,0.434283005,0.573973414,-0.830808165,2.283440482,1.208846924,0,0,0,580,3
"85",86,1,2015-04-09,"BSQ",25.875,0.030503231,0.18802078,9.05e-10,1.08e-09,3.32e-10,1.87e-09,7.05e-09,2.15e-09,2.9e-09,5.48e-10,290.7828165,15.99881998,1049.074441,386.8904033,90441.66948,90324.66443,90521.61368,52.45709976,279.5177147,275.5325062,283.9350291,2.424204086,290.3560827,283.7639034,297.8617346,5.13200741,0.641509288,6.45e-05,1.355738223,0.451689888,0.247729097,-1.197134532,1.861129487,1.212774364,0,0,0,580,4
"86",87,1,2015-04-10,"BSQ",32.6818,0.023930437,0.18802078,8.72e-10,1.56e-09,4.48e-10,2.02e-09,6.37e-09,1.39e-09,4.25e-09,7.68e-10,235.4086236,16.05309785,874.6272762,323.4118177,90443.92693,90311.82298,90553.42829,75.51797187,276.6407096,271.2307911,282.388311,2.982277411,291.3636619,282.741623,300.9463469,6.685874105,0.740394516,0.073776887,1.775567875,0.613855526,-0.205482954,-1.427589653,1.601683916,1.155812542,0,0,0,580,5
"87",88,1,2015-04-11,"BSQ",36.7916,0.031736718,0.18802078,8.03e-10,3.8e-09,1.03e-09,2.06e-09,4.89e-09,9.13e-10,4.38e-09,8.98e-10,228.8766249,14.9477424,849.9941107,311.2869495,90283.9483,90193.84666,90368.6103,46.62052625,275.5779871,270.6113473,283.9555731,3.599601446,291.269772,283.2727843,299.7225097,5.753675206,0.399867323,-0.138558474,1.273924235,0.455348622,0.069524701,-1.33882962,2.40684197,1.586174853,0,0,0,580,6
"88",89,1,2015-04-12,"BSQ",43.0833,0.089038517,0.18802078,1.1e-09,3.88e-09,1.07e-09,4.06e-09,8.58e-09,2.48e-09,5.88e-09,1.74e-09,281.1713589,14.40469098,1092.904919,390.9751846,90321.8517,90224.3491,90417.9237,63.80019177,279.0743893,271.9297564,284.0195395,3.909553022,289.9295534,282.3057257,297.3152335,5.198894438,0.257352554,-0.179089175,0.880872008,0.356102908,0.387002,-1.236768596,2.356957955,1.395073876,-2.12e-22,-2.12e-22,-2.12e-22,580,7
"90",91,1,2015-04-14,"BSQ",36.0416,0.157109103,0.18802078,1.59e-09,5.27e-09,1.5e-09,7.92e-09,1.16e-08,5.77e-09,4.45e-09,1.38e-09,380.5840779,20.35185045,1400.402169,501.4036283,90538.75397,90422.24619,90724.22503,88.55109443,280.4333714,277.1845361,284.2286228,2.070752374,289.4874927,283.6100846,296.1484615,4.348112718,0.326102277,-0.018489997,0.866494532,0.234909911,0.456701807,-1.108471465,2.576273071,1.382657005,0,0,0,580,2
"91",92,1,2015-04-16,"BSQ",21.2083,0.258167569,0.18802078,1e-09,3.14e-09,8.93e-10,2.77e-09,1.01e-08,3.24e-09,4.78e-09,1.09e-09,412.8158559,54.23010071,1280.150929,452.1943475,90765.66895,90587.58563,90920.08147,131.4450756,279.8125753,278.208141,281.310394,0.955944855,286.2598355,282.4726682,290.378381,2.478396977,0.549129005,-0.079759209,1.531198052,0.46375824,1.055884618,0.255418246,1.879781808,0.510518755,-1.36e-20,-1.36e-20,-1.36e-20,580,4
"92",93,1,2015-04-17,"BSQ",38.5833,0.038455068,0.18802078,8.96e-10,3.91e-09,1.13e-09,2.3e-09,6.86e-09,1.74e-09,2.6e-09,5.75e-10,266.5452998,18.30299025,1017.054599,361.549853,90832.18526,90636.81476,90952.21464,102.1058903,273.5969356,268.8979509,279.6596479,3.338469011,286.4323995,278.4894631,295.3845955,6.21241926,0.631773765,0.077581149,1.493823654,0.397981431,-0.133458854,-1.473387506,1.594541492,1.091670002,7.36e-07,7.36e-07,7.36e-07,580,5
"93",94,1,2015-04-18,"BSQ",29.5,0.026073077,0.18802078,9.71e-10,4.35e-09,1.15e-09,2.31e-09,8.36e-09,1.86e-09,3.39e-09,6.4e-10,271.1427277,15.53697883,1069.074978,376.1564459,90371.07917,90162.60548,90655.8638,158.9300872,271.1683348,266.4330071,278.7712001,3.684664397,287.0736433,278.5025339,297.3618962,6.880057154,0.124358566,-0.166568522,0.841388708,0.255091006,0.017134197,-1.479155226,2.615798723,1.610881692,0,0,0,580,6
"94",95,1,2015-04-21,"BSQ",39.9583,0.086249366,0.18802078,1.37e-09,6.41e-09,1.7e-09,3.48e-09,9.03e-09,2.96e-09,7.21e-09,1.46e-09,329.3101382,14.99139668,1279.296251,462.0291378,90693.24737,90611.23421,90798.52347,52.16704343,276.2956054,271.2777904,280.488233,2.4586764,286.5283554,279.8288708,293.6446572,4.856429194,0.422151995,-0.426429102,1.26784206,0.47018932,0.293062501,-1.5470532,1.804648623,1.090913469,3.39e-21,3.39e-21,3.39e-21,580,2
"96",97,1,2015-04-23,"BSQ",36.1739,0.040835563,0.18802078,9.77e-10,2.99e-09,8.79e-10,1.4e-09,8.43e-09,2.23e-09,1.02e-09,2.05e-10,260.8188271,15.35011504,1118.644373,390.8968088,90388.54111,90280.18877,90490.06364,56.84225796,272.5682163,267.1459031,277.7101665,3.187897536,288.3123872,279.5467671,297.657802,6.638587158,0.315624831,-0.114384861,1.297963181,0.390246598,-0.256045499,-1.381357071,1.501101397,1.133798177,0,0,0,580,4
"97",98,1,2015-04-24,"BSQ",48.3809,0.03314762,0.18802078,1.21e-09,3.18e-09,9.33e-10,3.32e-09,9.43e-09,3.12e-09,3.96e-09,1e-09,188.3572032,15.00408506,787.8348703,277.7758042,90520.61075,90428.43733,90606.22917,44.96309401,271.9374434,264.4058436,279.5767577,4.298070359,288.8183997,279.1243007,298.8042018,6.958880767,0.351158083,-0.137911875,1.301825856,0.46515491,-0.21487829,-1.552718076,2.015045533,1.286525505,0,0,0,580,5
"100",101,1,2015-04-27,"BSQ",67.8333,0.170308259,0.18802078,1.49e-09,3.79e-09,1.23e-09,5.88e-09,9.82e-09,4.74e-09,3.79e-09,1.38e-09,186.0990808,16.25062825,720.3621946,255.6636834,90408.67886,90290.05864,90482.81689,57.4953646,277.1088391,271.7877553,282.2001815,2.97861503,288.5235297,281.1163199,295.8058068,4.951405594,0.376654706,-0.094774802,1.189360945,0.445105787,-0.010822723,-1.374484234,1.82061987,1.17147478,0,0,0,580,1
"101",102,1,2015-04-28,"BSQ",58.2272,0.112814192,0.18802078,1.53e-09,4.27e-09,1.34e-09,6.65e-09,9.69e-09,3.88e-09,3.44e-09,1.08e-09,192.7986863,15.81040604,773.6118006,274.359754,90327.24944,90236.32983,90416.50656,57.41379562,276.0663542,268.2084012,281.271359,3.703225766,287.5154596,279.6398784,295.6471969,5.673888487,0.365523193,-0.117448828,0.890644825,0.310892526,-0.022891481,-1.294499805,1.781793741,1.222089073,-1.32e-23,-1.32e-23,-1.32e-23,580,2
"103",104,1,2015-04-30,"BSQ",38.7826,0.098989385,0.18802078,1.18e-09,4.23e-09,1.32e-09,4.28e-09,8.06e-09,2.02e-09,4.11e-09,1.03e-09,194.8720053,16.17499839,768.2673384,274.1827639,90395.50355,90220.70233,90540.08418,99.36582777,277.2299931,271.2546139,282.0038405,3.137537403,288.437705,281.0035182,296.1976796,5.311259172,0.470146385,0.044514045,1.100477271,0.372293096,0.041453644,-1.169254682,2.015176188,1.237165972,-1.32e-23,-1.32e-23,-1.32e-23,580,4
"104",105,1,2015-05-03,"BSQ",17.875,0.127702855,0.169303734,9.83e-10,3.8e-09,1.09e-09,2.92e-09,8.81e-09,2.03e-09,4.1e-09,8.42e-10,274.7648548,17.7167668,1024.650738,361.1596639,90604.02205,90424.00364,90753.59476,90.13390978,275.4090524,272.2261263,279.7002935,1.921559672,283.5489514,275.9278547,290.589063,4.669661702,0.531010495,-0.062094148,1.491210164,0.443545521,-0.02858045,-1.890718727,1.415825088,1.086530747,8.76e-06,8.76e-06,8.76e-06,580,7
"105",106,1,2015-05-04,"BSQ",27.4545,0.051713227,0.169303734,9.72e-10,1.02e-09,2.48e-10,2.06e-09,8.99e-09,1.86e-09,2.18e-09,4.11e-10,217.2491794,15.07603062,948.5355945,331.5493051,90502.92244,90369.36102,90598.83196,67.89170592,270.8461151,264.2242554,276.760358,3.636764907,283.21351,274.7229444,292.8839086,6.781877815,0.317954528,-0.012182324,1.111606758,0.324363012,-0.260143847,-1.60514816,1.810700432,1.243973552,0,0,0,580,1
"108",109,1,2015-05-10,"BSQ",52.1666,0.068863551,0.169303734,9.35e-10,1.64e-09,5.22e-10,2.03e-09,8.89e-09,2.03e-09,4.1e-09,9.6e-10,138.6234457,17.03472879,608.8861356,204.195654,90608.85385,90415.79744,90781.25981,114.6556688,273.3027441,268.025453,278.6685136,3.245491391,284.4762656,276.4014648,294.0802731,6.637476369,0.553529966,0.017959286,1.221551328,0.450446572,-0.712634458,-2.049731153,1.27455731,1.083899459,-4.24e-22,-4.24e-22,-4.24e-22,580,7
"110",111,1,2015-05-13,"BSQ",49.875,0.091003984,0.169303734,1.3e-09,2.6e-09,7.78e-10,3.93e-09,1.06e-08,2.4e-09,4.18e-09,1.1e-09,149.7281229,15.58258403,631.1606433,218.9462304,90503.94466,90354.05826,90607.91186,76.16742923,274.6541045,269.1514941,280.0473128,3.372768234,284.1403143,276.8273261,292.7736483,5.876064366,0.461972468,0.033099536,1.052791524,0.38841368,-0.203621127,-1.474105741,1.30846764,0.977294451,0,0,0,580,3
"111",112,1,2015-05-14,"BSQ",55.7391,0.111659175,0.169303734,1.18e-09,4.49e-09,1.28e-09,3.19e-09,9.98e-09,2.08e-09,3.32e-09,8.04e-10,168.4587006,15.36862303,707.1015986,247.6861795,90336.85562,90240.80879,90433.62903,45.23005266,273.5054118,267.1298561,280.3198132,4.143175749,284.3329378,276.5675612,293.0019444,5.891034659,0.199895096,-0.113945015,0.773878979,0.284736944,-0.080495815,-1.375007747,1.857583865,1.265364052,0,0,0,580,4
"112",113,1,2015-05-15,"BSQ",57.7727,0.167721551,0.169303734,1.48e-09,4.41e-09,1.26e-09,4.43e-09,1.22e-08,2.99e-09,6.24e-09,1.68e-09,187.0972644,14.98477609,775.1105929,274.0040024,90569.53099,90473.21498,90681.70515,60.82018018,275.9652744,271.1779752,279.8043981,2.429157832,285.7206213,280.0373539,292.4470544,4.420250414,0.312541631,-0.14821405,1.08383674,0.385719432,0.043343978,-1.02849523,1.757322404,1.005344884,0,0,0,580,5
"113",114,1,2015-05-16,"BSQ",80.75,0.137803663,0.169303734,1.19e-09,2.44e-09,7.18e-10,3.51e-09,1.17e-08,2.5e-09,1.36e-09,4.82e-10,154.9004199,14.98596361,693.8926415,239.2880169,90561.89141,90501.95075,90647.3862,43.92290604,274.0588853,268.3345713,279.9031479,3.328951735,284.6099804,275.7479741,294.5182324,6.694890385,0.227156425,-0.212798618,0.7400372,0.292655761,-0.463586797,-1.653897121,1.458772793,1.130512478,0,0,0,580,6
"114",115,1,2015-05-17,"BSQ",66.2916,0.141015767,0.169303734,1.34e-09,2.58e-09,7.93e-10,3.67e-09,1.29e-08,3.65e-09,5.54e-09,1.33e-09,150.2613024,15.92560979,607.4964747,214.4551861,90706.4615,90544.00167,90922.53827,99.91660401,274.0928821,268.7821606,280.9689793,3.285468867,285.1833932,278.3152885,292.6887385,4.865489118,0.148175211,-0.204705763,1.036415303,0.372049077,-0.140794875,-1.437516084,1.571302449,0.978448509,-1.32e-23,-1.32e-23,-1.32e-23,580,7
"115",116,1,2015-05-18,"BSQ",68.5,0.113552773,0.169303734,1.47e-09,3.23e-09,9.43e-10,3.39e-09,1.23e-08,4.78e-09,4.25e-09,1.41e-09,167.7054064,15.84905134,728.1584843,252.5019214,90793.616,90716.53449,90864.68687,44.72773617,274.8832913,270.1529123,282.7863716,3.223502181,285.3309501,278.0089252,294.3981032,6.116194998,0.219063418,-0.206691421,1.425747511,0.457396568,-0.383263322,-1.557539739,1.078342129,0.960882024,-1.32e-23,-1.32e-23,-1.32e-23,580,1
"117",118,1,2015-05-24,"BSQ",55.7916,0.103691092,0.169303734,1.14e-09,4.95e-09,1.43e-09,2.41e-09,1.02e-08,2.39e-09,6.79e-09,1.3e-09,202.3117375,20.00404441,804.9572012,280.3786757,90654.18074,90586.28433,90764.26389,56.09106984,272.8183344,268.2519212,275.8622638,2.113244065,281.3183893,275.7005691,287.8974947,4.310832008,0.381944654,0.037634848,0.67146821,0.171547412,0.006612994,-1.621918993,1.72765807,1.14623275,2.04e-07,2.04e-07,2.04e-07,580,7
"118",119,1,2015-05-26,"BSQ",87.4583,0.131533166,0.169303734,1.13e-09,6.49e-09,1.86e-09,2.37e-09,1.32e-08,3.46e-09,3.89e-09,1.05e-09,181.9009763,16.26964866,710.2859542,259.9516254,90761.60323,90510.80934,90984.10811,137.5055738,273.1403408,269.495225,277.3876801,1.896222477,282.8884696,278.5827931,289.3514485,3.805042049,0.388509114,-0.205115028,1.088304315,0.41151799,0.013371569,-0.801504192,1.426440407,0.807717747,0,0,0,580,2
"119",120,1,2015-05-29,"BSQ",62.625,0.098910576,0.169303734,1.33e-09,2.39e-09,7.25e-10,4.42e-09,1.4e-08,3.53e-09,2.64e-09,8.17e-10,247.3320672,15.61641901,972.0877152,338.854258,90676.79685,90517.94183,90778.48118,67.97248336,277.3712796,275.871373,278.5302853,0.730221548,284.4178811,280.0952966,289.5565557,3.208575892,0.378350712,-0.822588398,1.349756745,0.557845734,-0.001129629,-1.690368607,1.618939904,1.1376539,-5.42e-20,-5.42e-20,-5.42e-20,580,5
"120",121,1,2015-06-05,"BSQ",60.875,0.099898353,0.147527557,1.22e-09,1.02e-09,3.13e-10,2.43e-09,1.16e-08,1.26e-09,3.79e-09,1.05e-09,147.7353295,16.23364211,627.9128017,209.7277785,90581.5129,90476.22853,90695.16684,59.17854793,272.9170616,262.1429174,280.3493785,4.50250907,285.3019786,279.0860468,291.4725324,3.909209297,0.047276292,-0.293103959,0.85311507,0.323912093,0.000551952,-1.20905754,1.880809552,1.09919743,-2.65e-23,-2.65e-23,-2.65e-23,580,5
"121",122,1,2015-06-06,"BSQ",35.9583,0.134248229,0.147527557,8.64e-10,6.52e-10,1.93e-10,1.52e-09,1.17e-08,1.37e-09,6.65e-09,1.88e-09,198.3471213,18.01458688,757.1931432,270.9859504,90660.0848,90594.25356,90744.04006,40.47985064,277.9898742,273.9169735,283.002061,3.000236804,283.9053409,280.4571387,288.8313628,3.06771144,0.099937218,-0.409827385,0.939106376,0.355246172,0.279976864,-0.977240325,2.104321855,1.151262413,2.94e-06,2.94e-06,2.94e-06,580,6
"122",123,1,2015-06-07,"BSQ",35.9166,0.086892419,0.147527557,1.05e-09,1.35e-09,3.7e-10,1.86e-09,1.1e-08,2.72e-09,1.63e-08,2.71e-09,164.2490669,25.69324752,649.6335856,216.407837,90628.25863,90455.92028,90836.74222,112.2277027,278.8922376,275.0335628,282.6323226,2.313532983,284.1408057,278.3671687,290.3726493,4.155946504,0.376870111,-0.01391513,1.062413951,0.328066303,-0.14416309,-1.908837585,1.764011611,1.393150544,9.19e-05,9.19e-05,9.19e-05,580,7
"123",124,1,2015-06-08,"BSQ",36.75,0.063007698,0.147527557,1.16e-09,1.84e-09,5.07e-10,2.1e-09,8.56e-09,1.38e-09,7.13e-09,1.4e-09,211.3325912,16.85977603,912.1002604,314.6531544,90644.31847,90554.78608,90741.85405,55.3281997,275.9565512,271.6667521,279.5146556,2.102002881,282.966649,277.4937961,289.3849502,4.104074711,0.022646284,-0.302398395,0.789733295,0.278743663,0.037305225,-1.440750737,1.857499684,1.138376511,0,0,0,580,1
"124",125,1,2015-06-11,"BSQ",56.7083,0.051732635,0.147527557,8.52e-10,4.31e-09,1.32e-09,1.62e-09,1.24e-08,1.88e-09,2.11e-09,4.15e-10,153.1562151,17.85282793,645.7511557,203.5755117,90938.9534,90738.89202,91040.38643,107.09681,273.3168724,269.6973987,276.5061513,2.02920571,280.8356694,273.0978428,288.3271645,4.974741911,0.737474844,0.148188719,1.308601688,0.36515827,-0.165244968,-1.8710613,1.265927632,1.003799935,1.66e-05,1.66e-05,1.66e-05,580,4
"125",126,1,2015-06-12,"BSQ",53.6666,0.124148304,0.147527557,9.3e-10,4.4e-09,1.32e-09,1.76e-09,9.36e-09,1.35e-09,2.19e-09,4.05e-10,163.7629491,14.98535325,671.8798343,234.8586319,90686.88441,90574.43797,90765.25342,50.89352986,269.4665591,264.8383228,274.6812562,3.235429113,278.448596,272.6501373,285.5914685,4.690844802,0.074581145,-0.272903383,0.679236746,0.2837462,0.050650737,-1.099262319,1.940011357,1.164678729,-6.62e-24,-6.62e-24,-6.62e-24,580,5
"126",127,1,2015-06-13,"BSQ",35.6666,0.124822913,0.147527557,1.23e-09,4.98e-09,1.51e-09,2.36e-09,1.02e-08,1.92e-09,6.4e-09,1.15e-09,204.6520583,16.68468145,777.4088539,274.4615424,90870.49652,90703.77556,91059.72128,130.1409587,272.7176238,270.5934675,274.2374405,1.193759471,278.3887665,274.4566311,282.2488549,2.68528699,0.219904851,-0.569484079,1.365449138,0.505672589,0.36525926,-0.383355357,1.78971896,0.627469189,0,0,0,580,6
"128",129,1,2015-06-15,"BSQ",59.6522,0.02253045,0.147527557,8.71e-10,2.89e-09,6.78e-10,1.7e-09,6.12e-09,6.56e-10,8.43e-09,1.27e-09,86.23209518,14.97477319,375.7691133,123.1710114,90725.89842,90237.63311,91069.92492,273.2939647,265.8395992,259.2826327,276.191502,4.284831372,278.2269736,271.0784761,288.5507712,6.677358468,0.35997114,-0.075587166,1.12995675,0.43123487,-0.64185711,-1.356493988,0.651312394,0.781604839,0,0,0,580,1
"129",130,1,2015-06-16,"BSQ",59.3333,0.06606585,0.147527557,1.05e-09,2.81e-09,7.47e-10,2.32e-09,1.34e-08,1.27e-09,7.36e-09,1.26e-09,123.1236382,14.86641362,541.9600364,182.6232584,90348.13167,90169.14707,90519.88855,126.6537292,267.3706311,262.5273879,276.0712109,3.749791816,278.8368105,272.8119841,286.7039759,4.989066249,0.128359666,-0.275790363,0.740468056,0.336666618,-0.239257514,-1.188958327,1.783136665,1.12029508,0,0,0,580,2
"131",132,1,2015-06-18,"BSQ",79.125,0.012163072,0.147527557,8.2e-10,3.13e-09,9.04e-10,1.52e-09,9.29e-09,1.27e-09,2.83e-09,5.98e-10,61.89998535,15.9442569,280.3187399,83.20309782,90705.75588,90400.31366,90962.58658,205.0440041,267.0252517,260.9146691,275.1394938,4.013201711,279.8273061,271.5434719,291.5960478,7.781382207,0.28285648,0.009163496,1.243254774,0.356519567,-1.18204643,-1.964362339,0.67642848,0.750070727,0,0,0,580,4
"132",133,1,2015-06-20,"BSQ",76.9166,0.027133036,0.147527557,1.19e-09,5.68e-09,1.59e-09,2.39e-09,1.16e-08,1.24e-09,9.69e-09,2.06e-09,82.90067563,14.24079782,402.4666583,124.6324146,90634.97861,90503.01388,90755.4367,73.37936125,271.0397276,265.9575002,279.284796,3.471547677,282.5242187,274.4582452,292.7398939,6.691574517,0.22261499,-0.144133995,1.158759295,0.326213395,-0.662390641,-1.693298821,0.750038309,0.777016223,0,0,0,580,6
"133",134,1,2015-06-22,"BSQ",80.625,0.127805954,0.147527557,1.06e-09,5.98e-09,1.74e-09,2.1e-09,1.85e-08,1.89e-09,1.08e-08,2.23e-09,108.1127582,15.81376791,499.5687538,164.0643409,90428.12841,90331.24668,90532.21153,44.81115819,271.9017158,267.0700828,278.3174442,2.837252621,283.2213152,276.1658334,291.7008075,5.291505028,0.116396184,-0.183095713,1.194162972,0.343489781,-0.590687678,-1.821371561,1.26225726,1.07832103,0,0,0,580,1
"134",135,1,2015-06-25,"BSQ",66.9166,0.06844109,0.147527557,8.97e-10,4.47e-09,1.25e-09,1.9e-09,1.58e-08,3.63e-09,3.57e-09,1.04e-09,146.0011962,15.29812043,645.705557,218.6934155,90707.99565,90528.43816,90830.02009,87.67917693,275.1869289,270.3190731,282.2513511,3.36441569,281.7224909,275.4437113,289.0001287,4.814130971,0.188362206,-0.385654244,0.986814447,0.485412339,-0.082801998,-1.294633603,1.589578529,0.99984065,0,0,0,580,4
"135",136,1,2015-06-26,"BSQ",71.1666,0.058321391,0.147527557,8.42e-10,3.94e-09,1.18e-09,1.79e-09,1.02e-08,2.2e-09,1.71e-09,5.85e-10,65.55181197,15.36276029,297.4789269,92.16121691,90599.76241,90416.10021,90780.16333,118.2555576,272.0826684,262.8442336,281.5812849,4.878023539,280.9622022,272.453082,291.778936,7.066217025,0.372527988,0.057022776,1.005098779,0.288458164,-0.832502525,-1.790745435,0.914377701,0.893104067,-6.62e-24,-6.62e-24,-6.62e-24,580,5
